Date,MachineID,ExpSeries,ExpNum,SampleName,DataID,Explanation,CH0_type,CH1_type,CH2_type,CH3_type,CH4_type,Param1,Param2,TMUdata,HighSpeedCam,EventNum,Sort,PreProcessor,IANode_log,IANode_result,FireImgFolder,SrsImgFolder,ImgNum_st,ImgNum_en,FireImgAres,FireImgAtype,FireImgAver,FireImgAparam1,FireImgAparam2,FireImgAparam3,FireImgAparam4,FireImgAparam5,FireImgAparam6,FireImgAparam7,FireImgAparam8,FireImgAparam9,FireImgAparam10,SrsImgAres,SrsImgAtype,SrsImgAver,SrsImgAparam1,SrsImgAparam2,SrsImgAparam3,SrsImgAparam4,SrsImgAparam5,SrsImgAparam6,SrsImgAparam7,SrsImgAparam8,SrsImgAparam9,SrsImgAparam10
20190201,photon05,20190201_3T3_sorting5,8,3T3+5d_Accutase,20190201_212334," SD>0.13 and Mean>0.01, push by Syringe",2803cm-1,2854cm-1,2910cm-1,2938cm-1,ch3, , , , ,11170,108,BG:20190201_200819,./images/20190201_212334/log.txt,./images/20190201_212334/v_measure.txt,./images/20190201_212334/fireimg/,./images/20190201_212334/srsimg/, , ,na,na,na,na,na,na,na,na,na,na,na,na,na,./images/20190201_212334/result_s.csv, ,fujiwaki-201800921-beads1023,0,0,0,71,140,2,3,3,5,5
