Date,MachineID,ExpSeries,ExpNum,SampleName,DataID,Explanation,CH0_type,CH1_type,CH2_type,CH3_type,CH4_type,Param1,Param2,TMUdata,HighSpeedCam,EventNum,Sort,PreProcessor,IANode_log,IANode_result,FireImgFolder,SrsImgFolder,ImgNum_st,ImgNum_en,FireImgAres,FireImgAtype,FireImgAver,FireImgAparam1,FireImgAparam2,FireImgAparam3,FireImgAparam4,FireImgAparam5,FireImgAparam6,FireImgAparam7,FireImgAparam8,FireImgAparam9,FireImgAparam10,SrsImgAres,SrsImgAtype,SrsImgAver,SrsImgAparam1,SrsImgAparam2,SrsImgAparam3,SrsImgAparam4,SrsImgAparam5,SrsImgAparam6,SrsImgAparam7,SrsImgAparam8,SrsImgAparam9,SrsImgAparam10
20181114,photon05,20181114_KDR001ARTP_sorting,13,KDR001+ARTP_sorting,20181114_222734, ,2803cm-1,2854cm-1,2910cm-1,2938cm-1,(ch1*7+ch3*3)/10, , , , ,7786,26(Cinemag63), ,./images/20181114_222734/log.txt,./images/20181114_222734/v_measure.txt,./images/20181114_222734/fireimg/,./images/20181114_222734/srsimg/, , ,na,na,na,na,na,na,na,na,na,na,na,na,na,./images/20181114_222734/result_s.csv, ,fujiwaki-20180411,0,0,100,0,1500,3,0,1,0,0
