Date,MachineID,ExpSeries,ExpNum,SampleName,DataID,Explanation,CH0_type,CH1_type,CH2_type,CH3_type,CH4_type,Param1,Param2,TMUdata,HighSpeedCam,EventNum,Sort,PreProcessor,IANode_log,IANode_result,FireImgFolder,SrsImgFolder,ImgNum_st,ImgNum_en,FireImgAres,FireImgAtype,FireImgAver,FireImgAparam1,FireImgAparam2,FireImgAparam3,FireImgAparam4,FireImgAparam5,FireImgAparam6,FireImgAparam7,FireImgAparam8,FireImgAparam9,FireImgAparam10,SrsImgAres,SrsImgAtype,SrsImgAver,SrsImgAparam1,SrsImgAparam2,SrsImgAparam3,SrsImgAparam4,SrsImgAparam5,SrsImgAparam6,SrsImgAparam7,SrsImgAparam8,SrsImgAparam9,SrsImgAparam10
20181126,photon05,20181126_PS+PMMA_sorting,6,PS+PMMA_sorting_1,20181126_180435, ,2899cm-1,2950cm-1,3006cm-1,3034cm-1,(ch1*7+ch3*3)/10, , , , ,14541,4062, ,./images/20181126_180435/log.txt,./images/20181126_180435/v_measure.txt,./images/20181126_180435/fireimg/,./images/20181126_180435/srsimg/, , ,na,na,na,na,na,na,na,na,na,na,na,na,na,./images/20181126_180435/result_s.csv, ,fujiwaki-20180411,0,0,100,0,1500,3,0,1,0,0
20181126,photon05,20181126_PS+PMMA_sorting,8,PS+PMMA_sorting_2,20181126_190035, ,2899cm-1,2950cm-1,3006cm-1,3034cm-1,(ch1*7+ch3*3)/10, , , , ,10027,3003, ,./images/20181126_190035/log.txt,./images/20181126_190035/v_measure.txt,./images/20181126_190035/fireimg/,./images/20181126_190035/srsimg/, , ,na,na,na,na,na,na,na,na,na,na,na,na,na,./images/20181126_190035/result_s.csv, ,fujiwaki-20180411,0,0,100,0,1500,3,0,1,0,0
