index,area,perimeter,min_xpos,min_ypos,max_xpos,max_ypos,center_x,center_y,integral_CH0,min_CH0,max_CH0,ave_CH0,std_CH0,integral_CH1,min_CH1,max_CH1,ave_CH1,std_CH1,integral_CH2,min_CH2,max_CH2,ave_CH2,std_CH2,integral_CH3,min_CH3,max_CH3,ave_CH3,std_CH3,integral_CH4,min_CH4,max_CH4,ave_CH4,std_CH4,ch0_org_min,ch0_org_max,ch0_org_ave,ch0_org_std,ch1_dif_min,ch1_dif_max,ch1_dif_ave,ch1_dif_std,ch2_dif_min,ch2_dif_max,ch2_dif_ave,ch2_dif_std,ch3_dif_min,ch3_dif_max,ch3_dif_ave,ch3_dif_std,id,count12,frequency,tmu_timestamp,sort,n_total,n_sort,s_rate,proc_time,time_idt,id,abs_time,srs_img,fire1_img,fire2_img,fire3_img,proc_begin,proc_end,ch12_abs_time,id,ch12_cycles,frequency,ch12_timestamp,ch13_abs_time,ch13_cycles,ch13_timestamp,proc_end,sort_validation
3_274,104,47,11,5,32,14,20,9,3575,0,40,28.373,6.39039,2615,0,31,20.754,4.43594,2703,0,30,21.4524,4.59746,3864,0,43,30.6667,6.56591,3195,0,36,25.3571,5.38438,0,38,7.83142,6.51109,0,12,1.61913,1.6869,0,12,3.07377,1.73426,0,12,4.5806,1.97188,67508,300000,50000000,154289319,0,3275,1147,35.02,5786,--,67508,408428440,0,0,0,0,415,5786,396008461,1149,300000,50000000,3827820267,396035448,1650000,3829170266,4559,0
3_275,72,43,27,8,47,14,36,10,1246,7,22,13.3978,3.03081,2090,13,31,22.4731,5.23551,1524,10,24,16.3871,3.1385,1364,10,21,14.6667,2.43776,1555,12,23,16.7204,2.9159,0,23,6.78825,4.85176,0,19,1.72295,1.89687,0,9,3.06421,1.42306,0,12,4.60082,1.88565,67509,300000,50000000,154609838,1,3276,1148,35.04,4635,--,67509,408438021,0,0,0,0,440,4635,396019036,1150,300000,50000000,3828349997,396046044,1650000,3829699999,4787,0
3_276,61,41,15,6,34,13,24,9,1091,1,22,13.6375,4.05044,1810,6,36,22.625,6.20559,1332,5,26,16.65,3.90544,1170,4,21,14.625,3.10795,1347,4,26,16.8375,3.91294,0,24,6.82814,4.91276,0,18,1.72568,1.87204,0,9,3.11721,1.42218,0,13,4.61366,1.9665,67510,260361,50000000,154758002,1,3277,1149,35.06,5002,--,67510,408444349,0,0,0,0,530,5002,396023144,1151,300000,50000000,3828555455,396050161,1650000,3829905456,4694,0
3_277,67,44,1,6,21,13,10,9,1201,2,23,13.8046,3.89765,1942,6,37,22.3218,6.29083,1456,6,26,16.7356,3.67489,1290,6,20,14.8276,2.90543,1470,5,26,16.8966,3.67981,0,23,6.75902,4.83497,0,19,1.76667,1.97448,0,10,3.09781,1.43464,0,14,4.59208,1.93727,67512,300000,50000000,155214879,1,3278,1150,35.08,4657,--,67512,408454366,0,0,0,0,442,4657,396024424,1152,300000,50000000,3828619125,396051434,1650000,3829969126,4704,0
3_278,62,42,11,6,29,14,19,9,1104,4,21,13.6296,3.71996,1817,10,34,22.4321,6.11402,1337,8,24,16.5062,3.44668,1208,8,22,14.9136,2.92371,1367,8,25,16.8765,3.53949,0,23,6.83689,4.89858,0,19,1.75683,1.97121,0,11,3.11148,1.43745,0,15,4.61749,1.94771,67514,300000,50000000,155805768,1,3279,1151,35.10,4818,--,67514,408466327,0,0,0,0,569,4818,396054394,1153,300000,50000000,3830116778,396081347,1650000,3831466779,0,0
3_279,106,47,7,5,28,14,17,9,3547,0,42,27.7109,6.86038,2615,0,32,20.4297,5.08165,2697,0,32,21.0703,5.28291,3744,0,45,29.25,6.65442,3149,0,37,24.6016,5.78027,0,39,7.67732,6.4056,0,13,1.59317,1.63577,0,12,3.04973,1.69062,0,10,4.49699,1.92942,67516,300000,50000000,158116165,0,3280,1151,35.09,6300,--,67516,408508383,0,0,0,0,474,6300,396059072,1154,300000,50000000,3830351401,396086064,1650000,3831701398,6697,0
3_280,96,46,7,6,28,14,17,9,3413,17,39,28.9237,5.85004,2504,11,30,21.2203,4.13365,2579,12,30,21.8559,4.30269,3608,19,41,30.5763,5.61386,3027,15,34,25.6525,4.83171,0,38,7.71284,6.41308,0,13,1.61311,1.67007,0,13,3.07404,1.70862,0,11,4.52404,1.88892,67517,268197,50000000,158283958,0,3281,1151,35.08,4621,--,67517,408514462,0,0,0,0,400,4621,396064089,1155,300000,50000000,3830602661,396091076,1650000,3831952654,4774,0
3_281,75,42,10,6,29,14,19,9,1267,2,22,13.3368,3.71231,2178,8,35,22.9263,6.28321,1574,8,26,16.5684,3.84065,1384,6,22,14.5684,2.98294,1595,6,25,16.7895,3.68466,0,23,6.77432,4.82592,0,19,1.76202,2.03573,0,12,3.12459,1.45846,0,16,4.61612,1.91939,67518,300000,50000000,158350244,1,3282,1152,35.10,4831,--,67518,408517766,0,0,0,0,405,4831,396085499,1157,300000,50000000,3831675080,396112520,1650000,3833025081,4754,0
3_282,75,47,10,6,30,14,19,9,1295,4,21,13.4896,3.29455,2201,8,32,22.9271,5.94111,1599,9,25,16.6562,3.43034,1415,8,22,14.7396,2.53412,1626,7,24,16.9375,3.21718,0,23,6.83607,4.84575,0,20,1.78989,2.09966,0,10,3.07514,1.46025,0,12,4.56831,1.88942,67521,280626,50000000,159226820,1,3283,1153,35.12,4617,--,67521,408523617,0,0,0,0,449,4617,396087927,1159,300000,50000000,3831797617,396114962,1650000,3833147620,4789,0
3_283,68,51,22,6,43,14,32,9,1217,4,21,13.3736,3.65744,2079,10,34,22.8462,6.16606,1511,8,24,16.6044,3.46372,1349,8,22,14.8242,2.96349,1540,8,23,16.9231,3.49326,0,23,6.84098,4.8605,0,21,1.82077,2.14275,0,9,3.11913,1.45854,0,14,4.64563,1.90866,67522,300000,50000000,160285903,1,3284,1154,35.14,4696,--,67522,408536620,0,0,0,0,400,4696,396101283,1160,300000,50000000,3832461528,396128254,1650000,3833811527,4783,0
3_284,69,48,6,6,27,14,16,9,1200,5,20,13.3333,3.51821,2023,11,35,22.4778,5.86937,1497,7,25,16.6333,3.66197,1317,7,21,14.6333,2.84976,1508,8,24,16.7556,3.44581,0,23,6.74809,4.74876,0,20,1.78388,1.98451,0,11,3.11148,1.46456,0,15,4.61284,1.9332,67523,300000,50000000,160661645,1,3285,1155,35.16,4649,--,67523,408557803,0,0,0,0,439,4649,396109953,1161,300000,50000000,3832896790,396136945,1650000,3834246789,4676,0
3_285,103,46,6,6,27,14,15,9,3581,17,41,28.648,6.19969,2626,7,31,21.008,4.53342,2711,7,30,21.688,4.38984,3838,19,41,30.704,5.94915,3191,14,35,25.528,5.1234,0,38,7.7388,6.46538,0,13,1.60191,1.67013,0,12,3.06995,1.70423,0,11,4.56311,1.92243,67524,300000,50000000,162364418,0,3286,1155,35.15,5527,--,67524,408565396,0,0,0,0,389,5527,396118674,1162,300000,50000000,3833334746,396145738,1650000,3834684745,4703,0
3_286,71,42,9,6,28,13,17,9,1194,4,20,13.1209,3.62784,2074,9,33,22.7912,5.61301,1502,8,24,16.5055,3.45894,1321,7,21,14.5165,2.70678,1521,8,24,16.7143,3.33244,0,23,6.81967,4.84145,0,20,1.79126,1.98247,0,9,3.08224,1.48418,0,14,4.57131,1.97736,67525,300000,50000000,162707531,1,3287,1156,35.17,4655,--,67525,408599490,0,0,0,0,421,4655,396142095,1163,300000,50000000,3834505626,396169121,1650000,3835855623,4550,0
3_287,74,45,9,6,29,14,18,9,1256,4,21,13.2211,3.43413,2146,10,32,22.5895,5.70041,1561,9,24,16.4316,3.32978,1377,9,23,14.4947,2.8502,1582,8,24,16.6526,3.24043,0,23,6.77896,4.88564,0,20,1.80137,2.01975,0,10,3.10328,1.45487,0,12,4.61421,1.96592,67526,300000,50000000,162904819,1,3288,1157,35.19,4659,--,67526,408606208,0,0,0,0,388,4659,396211185,1164,300000,50000000,3837957211,-1543226435814404,0,0,4839,0
3_288,68,40,9,6,28,13,18,9,1158,2,21,13.3103,3.93426,1931,9,34,22.1954,5.83063,1423,7,24,16.3563,3.63564,1269,6,21,14.5862,2.97712,1444,6,24,16.5977,3.62133,0,23,6.7112,4.79748,0,18,1.68279,1.80381,0,9,3.15301,1.46641,0,14,4.66749,1.91787,67527,300000,50000000,163791660,1,3289,1158,35.21,5834,--,67527,408610159,0,0,0,0,416,5834,396275269,1165,300000,50000000,3841161288,396302264,1650000,3842511291,4707,0
3_289,76,43,24,6,44,14,33,9,1262,3,21,13.1458,3.79687,2135,8,35,22.2396,5.95949,1576,6,24,16.4167,3.63337,1385,7,22,14.4271,3.06439,1590,7,25,16.5625,3.67087,0,23,6.74235,4.783,0,18,1.81257,1.91766,0,10,3.1276,1.46614,0,14,4.64727,1.97592,67528,300000,50000000,164035725,1,3290,1159,35.23,4671,--,67528,408627930,0,0,0,0,397,4671,396296903,1166,300000,50000000,3842243059,396323902,1650000,3843593056,4689,0
3_290,72,43,11,6,30,13,19,9,1241,3,23,13.4891,3.97955,2085,10,36,22.663,5.9331,1525,9,26,16.5761,3.57903,1356,8,21,14.7391,2.95204,1549,8,26,16.837,3.73083,0,24,6.81803,4.88521,0,17,1.79563,1.93692,0,10,3.11503,1.45371,0,14,4.59754,1.91957,67529,300000,50000000,164358687,1,3291,1160,35.25,6587,--,67529,408632807,0,0,0,0,427,6587,396298023,1167,300000,50000000,3842299271,396325014,1650000,3843649272,4561,0
3_291,97,45,6,7,27,14,15,9,3508,18,42,29.479,5.73336,2564,7,30,21.5462,4.37669,2621,7,30,22.0252,4.43148,3727,19,44,31.3193,5.72321,3108,14,36,26.1176,4.90956,0,39,7.6877,6.51203,0,12,1.62787,1.69998,0,12,3.0888,1.73867,0,12,4.57869,1.93574,67530,250140,50000000,165566339,0,3292,1160,35.24,4627,--,67530,408639252,0,0,0,0,399,4627,396317280,1168,300000,50000000,3843261624,396344256,1650000,3844611625,0,0
3_292,98,46,7,6,28,14,16,10,3488,0,42,29.0667,6.23128,2557,0,31,21.3083,4.4155,2644,0,33,22.0333,4.66893,3697,0,45,30.8083,6.06533,3100,0,38,25.8333,5.23503,0,39,7.6806,6.49804,0,13,1.61585,1.68292,0,13,3.01557,1.71079,0,11,4.53197,1.90335,67531,300000,50000000,166043989,0,3293,1160,35.23,4609,--,67531,408663412,0,0,0,0,393,4609,396341926,1169,300000,50000000,3844491705,396368873,1650000,3845841702,5737,0
3_293,66,40,10,8,29,14,18,10,1139,6,20,13.2442,2.9881,1943,12,30,22.593,4.86654,1422,8,23,16.5349,3.13531,1258,9,22,14.6279,2.59268,1441,10,23,16.7558,2.78675,0,22,6.69481,4.71326,0,20,1.7806,1.89728,0,10,3.10874,1.43195,0,13,4.61066,1.8758,67532,300000,50000000,166606857,1,3294,1161,35.25,4584,--,67532,408672982,0,0,0,0,393,4584,396342503,1170,300000,50000000,3844523232,396369503,1650000,3845873231,4833,0
3_294,36,26,19,7,30,13,23,9,692,7,21,14.1224,3.52039,1226,12,37,25.0204,6.08943,863,11,25,17.6122,3.33085,732,9,20,14.9388,2.46119,876,12,25,17.8776,3.2048,0,23,6.77596,4.77065,0,22,1.89508,2.33339,0,10,3.10656,1.47478,0,13,4.59754,1.95329,67533,300000,50000000,167651810,1,3295,1162,35.27,6462,--,67533,408684441,0,0,0,0,410,6462,396357528,1171,300000,50000000,3845273607,396384515,1650000,3846623609,1744834304,0
3_295,94,45,3,7,24,14,12,9,3390,18,42,29.2241,5.56945,2518,12,30,21.7069,4.07054,2576,12,33,22.2069,4.33016,3552,19,44,30.6207,5.51902,3011,16,37,25.9569,4.77131,0,39,7.59918,6.36574,0,12,1.54672,1.61169,0,12,3.03743,1.67739,0,10,4.48934,1.90029,67534,300000,50000000,168982652,0,3296,1162,35.25,4628,--,67534,408705270,0,0,0,0,384,4628,396363005,1172,300000,50000000,3845547416,396389972,1650000,3846897411,4589,0
3_296,168,60,71,5,98,15,83,9,5379,0,44,27.4439,6.76817,3681,0,28,18.7806,4.905,3707,0,29,18.9133,4.92781,5698,1,45,29.0714,6.55082,4622,0,36,23.5816,5.45094,0,40,9.97295,7.95212,0,17,2.00027,2.58416,0,18,3.17295,2.48281,0,12,4.1765,2.12055,67535,300000,50000000,169003189,0,3297,1162,35.24,6475,--,67535,408731808,0,0,0,0,411,6475,396386265,1173,300000,50000000,3846710997,396413259,1650000,3848061002,4771,0
3_297,206,70,9,4,39,16,23,9,6227,0,46,26.2743,8.20599,4159,0,29,17.5485,5.51511,4241,0,31,17.8945,5.54322,6665,0,48,28.1224,8.10986,5331,0,38,22.4937,6.58449,0,43,8.69262,7.51354,0,18,1.98552,2.60769,0,19,3.34426,2.53706,0,11,4.4071,1.98996,67537,300000,50000000,169844776,0,3298,1162,35.23,4841,--,67537,408739084,0,0,0,0,496,4841,396396363,1174,300000,50000000,3847215877,396423356,1650000,3848565878,4704,0
3_298,62,39,10,7,28,14,18,10,1089,6,21,13.4444,3.15446,1784,10,32,22.0247,5.35176,1325,6,23,16.358,3.43658,1194,9,22,14.7407,2.72065,1347,8,23,16.6296,3.24492,0,23,6.66202,4.73987,0,17,1.65055,1.73599,0,9,3.05355,1.43982,0,14,4.62596,1.92488,67538,300000,50000000,170452868,1,3299,1163,35.25,4615,--,67538,408748973,0,0,0,0,394,4615,396449610,1175,300000,50000000,3849877675,396476610,1650000,3851227672,4882,0
3_299,78,48,8,6,28,14,17,9,1323,5,21,13.23,3.23683,2254,9,33,22.54,5.97398,1641,10,24,16.41,3.2003,1459,8,21,14.59,2.61188,1672,8,24,16.72,3.14032,0,22,6.73169,4.79784,0,21,1.8082,2.13847,0,9,3.10738,1.45241,0,13,4.58279,1.88291,67539,300000,50000000,170709654,1,3300,1164,35.27,4750,--,67539,408761155,0,0,0,0,485,4750,396467399,1176,300000,50000000,3850767893,396494384,1650000,3852117893,4603,0
3_300,74,42,24,6,43,14,32,9,1245,3,20,13.2447,3.55709,2109,9,34,22.4362,6.16883,1546,9,24,16.4468,3.5509,1370,7,23,14.5745,2.79623,1567,7,24,16.6702,3.54721,0,24,6.71202,4.75327,0,19,1.71503,1.92764,0,10,3.09098,1.46682,0,16,4.59836,1.94006,67540,300000,50000000,172100943,1,3301,1165,35.29,4577,--,67540,408766334,0,0,0,0,383,4577,396490369,1177,300000,50000000,3851916357,396517331,1650000,3853266356,4778,0
3_301,99,46,9,7,30,14,18,10,3548,17,43,29.3223,5.63228,2574,11,31,21.2727,4.10603,2669,10,31,22.0579,4.29164,3789,20,45,31.314,5.59668,3143,15,37,25.9752,4.71758,0,39,7.6847,6.4975,0,14,1.63443,1.74876,0,12,3.04945,1.73316,0,12,4.52377,1.93296,67541,300000,50000000,172479414,0,3302,1165,35.28,4627,--,67541,408794090,0,0,0,0,415,4627,396498706,1178,300000,50000000,3852333256,396525710,1650000,3853683257,4739,0
3_302,212,70,11,4,42,17,25,9,6296,0,44,25.9095,9.1934,4183,0,29,17.214,6.08204,4252,0,29,17.4979,6.11574,6666,0,45,27.4321,9.00883,5349,0,36,22.0123,7.34146,0,42,8.71202,7.50545,0,18,1.96093,2.6066,0,19,3.28907,2.56426,0,10,4.36721,1.98646,67542,300000,50000000,172758892,0,3303,1165,35.27,4636,--,67542,408801674,0,0,0,0,417,4636,396510414,1179,300000,50000000,3852918620,396537420,1650000,3854268617,5208,0
3_303,71,44,13,6,32,14,21,10,1235,5,22,13.5714,3.36806,2073,9,32,22.7802,5.71253,1492,9,24,16.3956,3.28459,1336,9,22,14.6813,2.63067,1536,8,23,16.8791,3.27775,0,23,6.73333,4.79953,0,20,1.77568,1.97905,0,9,3.07842,1.49375,0,13,4.57869,1.95736,67545,300000,50000000,174400869,1,3304,1166,35.29,4736,--,67545,408830641,0,0,0,0,544,4736,396528234,1180,300000,50000000,3853809642,396555250,1650000,3855159647,4542,0
3_304,75,46,13,6,33,14,22,9,1276,4,20,13.2917,3.29114,2170,9,35,22.6042,6.21906,1593,7,25,16.5938,3.66168,1393,7,23,14.5104,2.82841,1607,7,24,16.7396,3.51261,0,24,6.70738,4.71863,0,21,1.75656,2.05804,0,11,3.0877,1.46217,0,13,4.58525,1.9043,67546,300000,50000000,175376414,1,3305,1167,35.31,4601,--,67546,408840099,0,0,0,0,415,4601,396573009,1181,300000,50000000,3856048430,396600012,1650000,3857398431,6408,0
3_305,100,47,1,6,23,14,11,9,3547,0,43,29.0738,6.18588,2605,0,31,21.3525,4.42223,2681,0,33,21.9754,4.60303,3809,0,45,31.2213,6.2391,3163,0,38,25.9262,5.26069,0,39,7.60628,6.49938,0,12,1.60902,1.69066,0,13,3.07705,1.73853,0,11,4.59481,1.91372,67547,300000,50000000,175741933,0,3306,1167,35.30,4649,--,67547,408859607,0,0,0,0,437,4649,396579984,1182,300000,50000000,3856397111,396606990,1650000,3857747112,4759,0
3_306,104,47,9,5,30,14,18,9,3464,0,42,27.4921,6.79956,2543,0,30,20.1825,4.8834,2651,0,30,21.0397,4.88828,3741,0,43,29.6905,6.73237,3102,0,35,24.619,5.65806,0,39,7.60055,6.36937,0,13,1.60273,1.64552,0,12,3.03361,1.68624,0,12,4.55246,1.94057,67548,300000,50000000,177837748,0,3307,1167,35.29,4583,--,67548,408866928,0,0,0,0,373,4583,396601125,1183,300000,50000000,3857453881,396628156,1650000,3858803879,4860,0
3_307,104,49,12,6,34,15,22,9,3469,0,41,27.315,6.74122,2570,0,30,20.2362,4.89328,2682,0,30,21.1181,5.03001,3746,0,42,29.4961,6.58903,3114,0,35,24.5197,5.66916,0,38,8.12923,6.29615,0,18,1.87213,2.16796,0,13,3.04918,1.76712,0,13,4.4,2.10609,67549,300000,50000000,177925857,0,3308,1167,35.28,4696,--,67549,408908819,0,0,0,0,387,4696,396615476,1184,300000,50000000,3858170883,396642468,1650000,3859520882,4569,0
3_308,96,45,13,7,34,14,22,9,3444,18,41,29.1864,5.77538,2543,10,31,21.5508,4.19361,2626,10,32,22.2542,4.4573,3615,18,44,30.6356,5.60216,3052,14,36,25.8644,4.89883,0,39,7.58388,6.40951,0,12,1.61202,1.65881,0,11,3.04454,1.7066,0,11,4.49891,1.89873,67552,300000,50000000,179721099,0,3309,1167,35.27,4639,--,67552,408938731,0,0,0,0,419,4639,396620935,1185,300000,50000000,3858443798,396647949,1650000,3859793799,6521,0
3_309,73,45,17,6,37,14,26,10,1264,4,21,13.4468,3.20776,2191,11,34,23.3085,5.91253,1569,8,24,16.6915,3.51297,1377,8,23,14.6489,2.89058,1603,9,24,17.0532,3.28882,0,23,6.67049,4.72439,0,20,1.82514,2.11849,0,9,3.0653,1.42436,0,11,4.60219,1.8665,67553,300000,50000000,180302056,1,3310,1168,35.29,4572,--,67553,408946511,0,0,0,0,373,4572,396627312,1186,300000,50000000,3858762568,396654310,1650000,3860112571,6695,0
3_310,97,45,13,6,34,14,22,9,3452,17,41,29.2542,6.00591,2500,10,30,21.1864,4.48717,2605,10,31,22.0763,4.39213,3664,19,43,31.0508,5.89721,3061,15,35,25.9407,5.07786,0,39,7.58689,6.42938,0,13,1.64754,1.70945,0,13,3.06311,1.72323,0,12,4.55656,1.96341,67554,300000,50000000,180883879,0,3311,1168,35.28,4618,--,67554,408958130,0,0,0,0,426,4618,396641821,1188,268478,50000000,3859488603,396668829,1650000,3860838608,4622,0
3_311,76,43,18,6,38,14,27,9,1263,3,20,13.1562,3.75091,2085,7,35,21.7188,6.04446,1534,6,25,15.9792,3.70804,1401,7,20,14.5938,2.8489,1569,6,24,16.3438,3.69636,0,22,6.70027,4.71494,0,16,1.7,1.83012,0,9,3.01639,1.48001,0,14,4.5918,1.93953,67555,300000,50000000,182110392,1,3312,1169,35.30,5798,--,67555,408969787,0,0,0,0,503,5798,396645642,1189,300000,50000000,3859679642,396672635,1650000,3861029641,4623,0
3_312,57,40,34,6,52,13,42,9,1083,1,22,14.44,3.43798,1743,5,34,23.24,5.79618,1317,5,25,17.56,3.58976,1152,3,22,15.36,3.02717,1317,4,24,17.56,3.48038,0,24,7.19945,4.92574,0,18,1.95,2.13364,0,9,3.04454,1.53802,0,12,4.46639,2.06327,67556,300000,50000000,182332323,1,3313,1170,35.32,4685,--,67556,408994435,0,0,0,0,381,4685,396664723,1190,300000,50000000,3860633160,396691705,1650000,3861983162,6258,0
3_313,102,46,15,6,36,14,24,9,3497,16,40,28.2016,5.88873,2559,10,30,20.6371,4.18972,2689,9,29,21.6855,4.14917,3757,20,42,30.2984,5.88599,3118,14,35,25.1452,4.92475,0,38,7.55628,6.36442,0,14,1.64672,1.65891,0,12,3.08169,1.68573,0,12,4.60738,1.93902,67557,300000,50000000,186881005,0,3314,1170,35.30,4447,--,67557,408998767,0,0,0,0,399,4447,396698573,1191,300000,50000000,3862325394,396725550,1650000,3863675389,4584,0
3_314,59,39,21,8,39,14,29,10,1047,7,20,13.4231,3.1318,1760,10,32,22.5641,5.32433,1276,8,24,16.359,3.60901,1144,8,21,14.6667,2.8495,1305,9,23,16.7308,3.2371,0,22,6.64918,4.65368,0,16,1.71311,1.78141,0,11,3.10027,1.45198,0,13,4.61066,1.91601,67558,300000,50000000,188596101,1,3315,1171,35.32,5511,--,67558,409089704,0,0,0,0,380,5511,396711608,1192,300000,50000000,3862977952,396738649,1650000,3864327955,4579,0
3_315,106,47,18,5,39,14,27,9,3584,0,43,28,6.6191,2634,0,29,20.5781,4.58532,2716,0,31,21.2188,4.85402,3819,0,43,29.8359,6.6377,3185,0,36,24.8828,5.46955,0,40,7.66175,6.40759,0,14,1.61667,1.66966,0,13,3.06612,1.72066,0,12,4.55519,1.99027,67559,300000,50000000,188785297,0,3316,1171,35.31,4732,--,67559,409124037,0,0,0,0,414,4732,396716587,1193,300000,50000000,3863226921,396743570,1650000,3864576922,4613,0
3_316,67,41,22,8,41,14,30,10,1170,6,22,13.4483,3.18314,1976,13,31,22.7126,5.14817,1423,10,22,16.3563,2.95163,1266,9,23,14.5517,2.63818,1458,11,23,16.7586,2.91633,0,23,6.73934,4.77451,0,20,1.7276,1.91024,0,10,3.06475,1.46262,0,13,4.57432,1.8967,67560,300000,50000000,188882778,1,3317,1172,35.33,4622,--,67560,409127803,0,0,0,0,405,4622,396725048,1194,300000,50000000,3863650861,396752011,1650000,3865000862,4638,0
3_317,97,46,17,7,39,14,27,9,3430,18,41,28.8235,5.55892,2537,11,31,21.3193,4.01035,2625,11,31,22.0588,4.00272,3699,20,44,31.084,5.5452,3079,16,36,25.8739,4.62102,0,38,7.68087,6.39551,0,12,1.57732,1.64691,0,12,3.00738,1.68737,0,11,4.5541,1.91545,67562,300000,50000000,189613420,0,3318,1172,35.32,4663,--,67562,409138842,0,0,0,0,442,4663,396738617,1195,300000,50000000,3864327963,396765610,1650000,3865677966,7013,0
3_318,93,44,30,7,50,14,39,9,3351,18,42,29.3947,5.58447,2459,11,30,21.5702,3.96026,2543,8,31,22.307,4.16149,3559,20,44,31.2193,5.51037,2975,14,37,26.0965,4.72947,0,39,8.3306,6.906,0,13,1.68689,1.84518,0,12,3.03415,1.8079,0,11,4.43142,2.01034,67563,300000,50000000,189641120,0,3319,1172,35.31,4619,--,67563,409144350,0,0,0,0,379,4619,396747773,1196,300000,50000000,3864788318,396774841,1650000,3866138315,4594,0
3_319,97,46,18,7,40,14,28,9,3409,14,39,28.6471,5.90341,2512,5,29,21.1092,4.32851,2584,5,30,21.7143,4.50983,3664,18,42,30.7899,5.82933,3047,10,34,25.605,5.02802,0,38,7.66557,6.41835,0,12,1.58224,1.62916,0,13,3.02459,1.70869,0,12,4.54071,1.95125,67565,300000,50000000,190189686,0,3320,1172,35.30,4663,--,67565,409153770,0,0,0,0,418,4663,396750000,1197,300000,50000000,3864900625,396777054,1650000,3866250626,4685,0
3_320,69,45,20,6,40,13,29,9,1177,2,22,13.2247,3.71076,1971,7,36,22.1461,6.22166,1469,7,25,16.5056,3.59501,1309,8,22,14.7079,2.95358,1478,6,25,16.6067,3.73149,0,23,6.74481,4.84,0,17,1.7377,1.86748,0,10,3.07568,1.47734,0,15,4.58607,1.97193,67567,300000,50000000,190866004,1,3321,1173,35.32,6211,--,67567,409165274,0,0,0,0,535,6211,396762575,1198,300000,50000000,3865526701,396789562,1650000,3866876700,0,0
3_321,199,80,20,6,54,18,36,10,7896,0,67,33.7436,14.7638,4767,0,43,20.3718,9.15084,4750,0,41,20.2991,8.8325,8312,0,69,35.5214,14.4122,6432,0,54,27.4872,11.6704,0,64,10.0975,9.85978,0,25,2.49372,3.84007,0,27,3.60219,3.74811,0,13,4.39235,2.16698,67568,300000,50000000,192107108,0,3322,1173,35.31,4783,--,67568,409169404,0,0,0,0,425,4783,396774651,1199,300000,50000000,3866130324,396801666,1650000,3867480327,4826,0
3_322,100,46,18,6,39,14,27,9,3467,18,41,28.418,6.11748,2545,8,30,20.8607,4.2798,2628,7,30,21.541,4.39662,3732,21,42,30.5902,6.0378,3093,14,35,25.3525,5.08763,0,39,7.73142,6.46371,0,12,1.56858,1.65111,0,12,3.0612,1.70071,0,11,4.50273,1.93649,67569,300000,50000000,192948477,0,3323,1173,35.30,4763,--,67569,409194358,0,0,0,0,418,4763,396784586,1200,300000,50000000,3866626875,396811581,1650000,3867976873,4592,0
3_323,99,46,18,7,40,14,28,9,3517,15,41,29.0661,5.59181,2590,9,31,21.405,4.25932,2673,9,32,22.0909,4.34466,3836,19,44,31.7025,5.51129,3158,14,37,26.0992,4.79739,0,38,7.79536,6.53418,0,12,1.6071,1.66144,0,11,3.03907,1.7101,0,12,4.5071,1.92246,67570,300000,50000000,195568515,0,3324,1173,35.29,4676,--,67570,409211124,0,0,0,0,443,4676,396785655,1201,300000,50000000,3866680379,396812649,1650000,3868030379,4780,0
3_324,66,44,21,6,41,13,30,9,1208,1,22,14.0465,4.08032,1980,6,35,23.0233,5.91603,1473,5,26,17.1279,3.73792,1307,4,21,15.1977,3.11344,1492,4,26,17.3488,3.69402,0,23,6.74672,4.83567,0,19,1.82268,2.04164,0,8,3.09891,1.46155,0,14,4.60109,1.9272,67571,300000,50000000,196296110,1,3325,1174,35.31,4762,--,67571,409263591,0,0,0,0,439,4762,396806063,1202,300000,50000000,3867700970,396833079,1650000,3869050967,7231,0
3_325,70,44,28,8,48,14,37,10,1229,8,21,13.5055,2.89893,2043,8,32,22.4505,5.5673,1492,6,23,16.3956,3.18264,1347,10,22,14.8022,2.59001,1530,8,23,16.8132,2.99785,0,24,6.79344,4.84017,0,20,1.77404,1.95077,0,9,3.06612,1.48342,0,13,4.58852,1.94742,67572,300000,50000000,197601322,1,3326,1175,35.33,4660,--,67572,409278013,0,0,0,0,428,4660,396809720,1203,300000,50000000,3867883957,396836741,1650000,3869233962,4859,0
3_326,100,46,15,7,37,14,25,9,3557,16,42,29.1557,5.85763,2601,10,30,21.3197,4.06961,2678,10,32,21.9508,4.4369,3812,18,44,31.2459,5.6457,3156,14,36,25.8689,4.84506,0,39,7.74208,6.56345,0,13,1.62404,1.71435,0,11,3.06175,1.75057,0,12,4.55383,1.96099,67573,300000,50000000,198971360,0,3327,1175,35.32,4670,--,67573,409304245,0,0,0,0,432,4670,396849043,1205,300000,50000000,3869849605,-1543226435814404,0,0,4800,0
3_327,95,45,16,6,37,14,25,10,3409,0,40,29.3879,6.01689,2496,0,31,21.5172,4.39726,2595,0,32,22.3707,4.43639,3694,0,45,31.8448,6.39451,3048,0,37,26.2759,5.21699,0,38,7.70137,6.48682,0,13,1.61557,1.68942,0,12,3.06148,1.67635,0,12,4.56475,1.94288,67574,300000,50000000,199200979,0,3328,1175,35.31,4899,--,67574,409331637,0,0,0,0,441,4899,396900144,1206,300000,50000000,3872404083,-1543226435814404,0,0,4634,0
