index,area,perimeter,min_xpos,min_ypos,max_xpos,max_ypos,center_x,center_y,integral_CH0,min_CH0,max_CH0,ave_CH0,std_CH0,integral_CH1,min_CH1,max_CH1,ave_CH1,std_CH1,integral_CH2,min_CH2,max_CH2,ave_CH2,std_CH2,integral_CH3,min_CH3,max_CH3,ave_CH3,std_CH3,integral_CH4,min_CH4,max_CH4,ave_CH4,std_CH4,ch0_org_min,ch0_org_max,ch0_org_ave,ch0_org_std,ch1_dif_min,ch1_dif_max,ch1_dif_ave,ch1_dif_std,ch2_dif_min,ch2_dif_max,ch2_dif_ave,ch2_dif_std,ch3_dif_min,ch3_dif_max,ch3_dif_ave,ch3_dif_std,id,count12,frequency,tmu_timestamp,sort,n_total,n_sort,s_rate,proc_time,time_idt,id,abs_time,srs_img,fire1_img,fire2_img,fire3_img,proc_begin,proc_end,ch12_abs_time,id,ch12_cycles,frequency,ch12_timestamp,ch13_abs_time,ch13_cycles,ch13_timestamp,proc_end,sort_validation
3_560,70,42,6,6,26,13,15,9,1182,5,20,13.1333,3.28363,1996,10,32,22.1778,5.42336,1476,9,25,16.4,3.54275,1325,8,21,14.7222,2.90221,1493,8,24,16.5889,3.40227,0,23,6.68361,4.81691,0,18,1.67896,1.87329,0,9,3.19863,1.48495,0,13,4.61612,1.95968,67871,300000,50000000,415375478,1,3561,1277,35.86,5333,--,67871,413652398,0,0,0,0,448,5333,-1543226435814404,57005,0,0,0,-1543226435814404,0,0,4925,0
3_561,94,44,3,7,23,14,12,9,3384,18,41,29.4261,5.61529,2494,11,31,21.687,4.22079,2559,11,32,22.2522,4.25051,3611,20,45,31.4,5.69027,3011,16,37,26.1826,4.82851,0,39,7.53005,6.44912,0,12,1.55683,1.65668,0,12,3.1929,1.72223,0,12,4.59918,1.98209,67872,300000,50000000,419424869,0,3562,1277,35.85,4569,--,67872,413659628,0,0,0,0,392,4569,400417442,1446,300000,50000000,4048268138,400444456,1650000,4049618137,0,0
3_562,201,69,3,5,34,16,17,9,6213,1,46,26.7802,8.36552,4132,0,30,17.8103,5.82713,4178,1,29,18.0086,5.75131,6738,3,48,29.0431,8.38193,5324,2,38,22.9483,6.77959,0,43,8.64344,7.61996,0,17,1.95792,2.61759,0,18,3.45464,2.60577,0,11,4.50027,2.01721,67873,300000,50000000,420306836,0,3563,1277,35.84,4746,--,67873,413740668,0,0,0,0,427,4746,400431304,1447,300000,50000000,4048961183,400458314,1650000,4050311189,4667,0
3_563,94,45,0,7,21,14,10,9,3339,16,39,28.7845,5.88072,2457,8,30,21.181,4.19277,2512,8,30,21.6552,4.32934,3601,18,43,31.0431,5.9079,2982,14,35,25.7069,4.8902,0,38,7.43497,6.39205,0,13,1.60574,1.63082,0,12,3.23607,1.70262,0,11,4.65219,2.00425,67874,300000,50000000,421166175,0,3564,1277,35.83,6060,--,67874,413758365,0,0,0,0,407,6060,400433635,1448,300000,50000000,4049077116,400460596,1650000,4050427111,4692,0
3_564,57,40,4,7,23,13,13,9,1085,5,23,14.2763,3.64041,1757,11,37,23.1184,5.92934,1302,10,26,17.1316,3.43106,1173,10,21,15.4342,2.77837,1331,11,26,17.5132,3.43547,0,23,6.62322,4.83468,0,17,1.69973,1.88342,0,9,3.15574,1.43999,0,12,4.6071,2.00593,67875,300000,50000000,421235283,1,3565,1278,35.85,5524,--,67875,413775503,0,0,0,0,420,5524,400444271,1449,300000,50000000,4049609760,400471275,1650000,4050959757,1677730800,0
3_565,96,45,17,7,38,14,26,9,3424,16,42,29.0169,5.70605,2536,11,31,21.4915,4.29968,2579,11,32,21.8559,4.33018,3641,17,44,30.8559,5.67521,3044,14,37,25.7966,4.88609,0,39,7.54098,6.39182,0,12,1.51913,1.61969,0,12,3.12377,1.71851,0,11,4.55847,1.98743,67877,300000,50000000,422155920,0,3566,1278,35.84,4830,--,67877,413793218,0,0,0,0,451,4830,400463120,1450,300000,50000000,4050552850,400490149,1650000,4051902845,4745,0
3_566,190,65,3,4,32,16,17,9,5515,0,41,25.1826,8.16404,3809,0,29,17.3927,5.83887,3882,0,27,17.726,5.58192,6085,0,44,27.7854,8.09389,4818,0,35,22,6.68468,0,39,8.26995,7.01948,0,16,1.80956,2.21102,0,20,3.28716,2.23626,0,12,4.53224,2.00322,67879,300000,50000000,422926623,0,3567,1278,35.83,5329,--,67879,413807737,0,0,0,0,456,5329,400483317,1451,300000,50000000,4051563372,400510317,1650000,4052913373,4631,0
3_567,145,68,4,5,34,16,19,10,6987,0,64,39.4746,11.4335,4244,0,39,23.9774,6.42203,4053,0,36,22.8983,5.78727,7196,0,62,40.6554,10.9219,5611,0,50,31.7006,8.4282,0,62,9.81202,9.922,0,25,2.43989,3.88994,0,30,3.74863,3.95441,0,14,4.53279,2.20488,67881,294256,50000000,424210513,0,3568,1278,35.82,5074,--,67881,413816153,0,0,0,0,471,5074,400487790,1452,300000,50000000,4051784711,400514751,1650000,4053134714,4969,0
3_568,73,46,5,6,25,14,14,9,1267,5,20,13.4787,3.4602,2118,10,34,22.5319,6.06122,1531,7,24,16.2872,3.46601,1403,9,22,14.9255,2.82556,1578,9,24,16.7872,3.51251,0,23,6.64126,4.70954,0,19,1.75355,2.02523,0,10,3.17131,1.46634,0,13,4.65464,2.00406,67882,300000,50000000,424274600,1,3569,1279,35.84,5128,--,67882,413836318,0,0,0,0,414,5128,400501724,1453,300000,50000000,4052482368,400528706,1650000,4053832367,6154,0
3_569,77,44,10,6,30,14,19,9,1264,4,21,12.898,3.6936,2189,10,34,22.3367,6.23837,1577,6,25,16.0918,3.80678,1401,8,21,14.2959,2.98366,1609,8,25,16.4184,3.71408,0,22,6.72432,4.76247,0,20,1.70055,2.02348,0,9,3.10137,1.45491,0,14,4.56885,1.98117,67884,300000,50000000,426639541,1,3570,1280,35.85,4638,--,67884,413849138,0,0,0,0,428,4638,400505655,1454,300000,50000000,4052678931,400532642,1650000,4054028932,5059,0
3_570,51,42,6,8,25,14,15,10,1012,8,23,14.2535,3.19647,1665,12,31,23.4507,4.88974,1226,11,24,17.2676,2.78304,1081,9,25,15.2254,2.77411,1245,12,24,17.5352,2.71579,0,22,6.64781,4.78485,0,21,1.70137,1.99361,0,9,3.10519,1.45652,0,11,4.61011,1.91747,67885,300000,50000000,427055446,1,3571,1281,35.87,4833,--,67885,413884911,0,0,0,0,543,4833,400512361,1455,300000,50000000,4053012223,400539329,1650000,4054362232,4775,0
3_571,63,43,6,6,26,13,15,9,1157,2,23,13.9398,3.7844,1832,3,36,22.0723,6.09519,1400,5,26,16.8675,3.77937,1234,4,21,14.8675,3.02508,1404,4,26,16.9157,3.81249,0,23,6.63224,4.79529,0,16,1.62951,1.7905,0,9,3.08005,1.43983,0,12,4.62377,1.9476,67886,300000,50000000,427495966,1,3572,1282,35.89,4598,--,67886,413893262,0,0,0,0,422,4598,400520389,1456,250002,50000000,4053415686,400547388,1650000,4054765681,4609,0
3_572,50,32,0,6,14,13,5,9,903,1,22,13.8923,3.71327,1501,7,36,23.0923,6.36752,1097,6,26,16.8769,3.72314,974,5,21,14.9846,2.87425,1120,5,26,17.2308,3.70766,0,23,6.47049,4.70303,0,17,1.59863,1.76063,0,10,3.16667,1.43343,0,12,4.68443,1.88469,67887,300000,50000000,429800017,0,3573,1282,35.88,4578,--,67887,413902027,0,0,0,0,401,4578,400554138,1457,300000,50000000,4055102020,400581107,1650000,4056452016,4622,0
3_573,35,25,17,7,28,13,21,9,676,7,21,14.383,3.39933,1177,14,37,25.0426,6.19182,826,13,25,17.5745,3.22718,726,11,20,15.4468,2.3412,851,13,25,18.1064,3.25664,0,24,6.76749,4.83914,0,19,1.79672,2.17278,0,11,3.14863,1.47522,0,15,4.57732,2.05439,67888,300000,50000000,430621940,1,3574,1283,35.90,4678,--,67888,413948183,0,0,0,0,456,4678,400555080,1458,300000,50000000,4055150251,400582050,1650000,4056500250,5326,0
3_574,64,43,0,6,19,14,8,10,1126,5,23,13.4048,3.60924,1979,11,32,23.5595,5.59411,1399,8,24,16.6548,3.38939,1235,8,23,14.7024,2.80637,1436,10,24,17.0952,3.14574,0,23,6.71557,4.83218,0,23,1.77077,2.11323,0,10,3.11967,1.44778,0,11,4.54481,1.98806,67889,300000,50000000,430970578,1,3575,1284,35.92,5080,--,67889,413964551,0,0,0,0,392,5080,400565224,1459,300000,50000000,4055658067,400592237,1650000,4057008070,0,0
3_575,103,46,4,6,25,14,13,9,3531,17,39,28.248,6.04603,2584,6,30,20.672,4.57782,2664,5,30,21.312,4.55265,3869,18,42,30.952,6.07138,3162,12,35,25.296,5.17382,0,38,7.64617,6.47088,0,12,1.62869,1.64519,0,12,3.11557,1.69136,0,11,4.58033,1.97189,67890,300000,50000000,431082445,0,3576,1284,35.91,4576,--,67890,413971615,0,0,0,0,384,4576,400584383,1460,300000,50000000,4056615061,400611374,1650000,4057965064,4610,0
3_576,95,46,6,7,28,14,16,9,3418,17,41,29.2137,5.87015,2525,8,30,21.5812,4.37991,2573,8,31,21.9915,4.4501,3669,18,44,31.359,6.06018,3044,14,36,26.0171,5.04507,0,39,7.6724,6.50549,0,13,1.54781,1.63455,0,12,3.14454,1.70731,0,12,4.57842,2.00072,67892,300000,50000000,432421522,0,3577,1284,35.90,4707,--,67892,413995581,0,0,0,0,474,4707,400631361,1461,300000,50000000,4058964776,400658350,1650000,4060314777,4642,0
3_577,59,41,10,6,29,13,19,9,1077,0,23,13.8077,4.23071,1746,5,38,22.3846,6.63563,1306,4,27,16.7436,4.03966,1160,2,21,14.8718,3.40949,1327,3,27,17.0128,4.1153,0,23,6.6724,4.82877,0,18,1.69235,1.9154,0,10,3.13743,1.50026,0,13,4.53607,2.00806,67893,300000,50000000,432777594,1,3578,1285,35.91,4619,--,67893,414000597,0,0,0,0,412,4619,400637841,1462,300000,50000000,4059288375,400664818,1650000,4060638388,4618,0
3_578,103,49,7,6,29,15,17,9,3464,0,39,27.4921,6.7327,2542,0,29,20.1746,4.89425,2629,0,29,20.8651,4.95752,3754,0,41,29.7937,6.69437,3096,0,34,24.5714,5.66727,0,37,7.60765,6.39255,0,12,1.54699,1.63056,0,11,3.08197,1.70578,0,11,4.53169,1.97092,67894,300000,50000000,433050029,0,3579,1285,35.90,4596,--,67894,414007653,0,0,0,0,420,4596,400665548,1463,256015,50000000,4060675287,400692599,1650000,4062025288,4638,0
3_579,73,47,16,6,37,14,26,9,1268,5,22,13.3474,3.3616,2173,9,32,22.8737,5.8602,1567,9,24,16.4947,3.32415,1401,8,22,14.7474,2.58322,1609,8,23,16.9368,3.19147,0,24,6.71284,4.81355,0,21,1.76776,2.14633,0,10,3.10546,1.47022,0,12,4.6112,1.96372,67895,300000,50000000,433814538,1,3580,1286,35.92,6657,--,67895,414013090,0,0,0,0,447,6657,400675324,1464,300000,50000000,4061164491,400702366,1650000,4062514494,4674,0
3_580,62,48,22,7,43,14,32,10,1139,1,22,13.5595,3.71724,1975,5,32,23.5119,5.40831,1414,4,23,16.8333,3.25808,1235,3,23,14.7024,3.19888,1441,3,24,17.1548,3.09183,0,23,6.79754,4.81423,0,23,1.80902,2.24822,0,9,3.07514,1.47699,0,12,4.53579,1.92838,67896,300000,50000000,434612884,1,3581,1287,35.94,4693,--,67896,414028456,0,0,0,0,415,4693,400675957,1465,300000,50000000,4061194339,400702966,1650000,4062544340,4747,0
3_581,89,42,0,7,19,14,8,9,3297,19,41,29.9727,5.64311,2420,11,31,22,3.99545,2454,10,30,22.3091,4.26347,3537,20,46,32.1545,5.75118,2922,15,37,26.5636,4.73772,0,39,7.50273,6.54804,0,12,1.55464,1.66514,0,13,3.16913,1.72147,0,11,4.54945,1.9495,67897,300000,50000000,434737046,0,3582,1287,35.93,4851,--,67897,414044426,0,0,0,0,382,4851,400685459,1466,300000,50000000,4061668125,400712447,1650000,4063018128,0,0
3_582,102,46,11,6,32,14,20,9,3501,17,41,28.2339,5.8697,2566,9,29,20.6935,4.10778,2642,8,29,21.3065,4.22775,3752,19,42,30.2581,5.67375,3112,15,35,25.0968,4.81834,0,38,7.58716,6.38691,0,12,1.58634,1.67672,0,12,3.09781,1.71357,0,12,4.55656,1.9741,67899,300000,50000000,436107684,0,3583,1287,35.92,5490,--,67899,414066452,0,0,0,0,461,5490,400689262,1467,300000,50000000,4061858907,400716261,1650000,4063208906,4735,0
3_583,94,44,11,7,31,14,20,9,3377,18,40,29.3652,5.55499,2473,8,30,21.5043,4.32058,2525,7,30,21.9565,4.33066,3627,21,43,31.5391,5.55179,3001,14,35,26.0957,4.72178,0,38,7.67869,6.46035,0,12,1.50902,1.66618,0,12,3.09945,1.73188,0,12,4.5388,1.9545,67900,300000,50000000,436382880,0,3584,1287,35.91,4614,--,67900,414074343,0,0,0,0,407,4614,400693588,1468,300000,50000000,4062075558,400720594,1650000,4063425557,4849,0
3_584,96,45,11,7,32,14,20,9,3428,16,40,29.0508,5.68353,2536,9,30,21.4915,4.49057,2576,7,31,21.8305,4.48973,3677,19,44,31.161,5.88444,3057,13,36,25.9068,5.01183,0,38,7.64399,6.43528,0,12,1.54645,1.62756,0,11,3.07596,1.72627,0,11,4.52022,1.9651,67901,300000,50000000,437284939,0,3585,1287,35.90,4602,--,67901,414079876,0,0,0,0,432,4602,400698216,1469,300000,50000000,4062307037,400725221,1650000,4063657041,4745,0
3_585,102,46,12,6,33,14,21,9,3545,16,41,28.5887,6.14346,2599,9,31,20.9597,4.46383,2681,7,30,21.621,4.48401,3814,19,43,30.7581,6.14525,3169,14,36,25.5565,5.16705,0,39,7.63142,6.45628,0,13,1.56721,1.67336,0,13,3.14891,1.72001,0,13,4.56175,1.95097,67902,300000,50000000,438042231,0,3586,1287,35.89,4660,--,67902,414097927,0,0,0,0,428,4660,400704025,1470,300000,50000000,4062596298,400731020,1650000,4063946301,4714,0
3_586,96,45,12,7,33,14,22,9,3402,15,39,28.8305,5.75533,2525,5,30,21.3983,4.52515,2557,4,30,21.6695,4.52311,3637,17,42,30.822,5.79543,3030,10,34,25.678,4.98622,0,38,7.58333,6.39957,0,12,1.55574,1.61445,0,11,3.13251,1.71944,0,11,4.54727,1.98084,67903,300000,50000000,439297864,0,3587,1287,35.88,5106,--,67903,414112972,0,0,0,0,447,5106,400718059,1471,291845,50000000,4063298870,400745062,1650000,4064648863,4613,0
3_587,229,81,15,5,49,16,31,10,7816,0,65,29.4943,13.9825,4858,0,42,18.3321,9.183,4841,0,40,18.2679,8.66439,8313,0,65,31.3698,13.4826,6464,0,53,24.3925,11.1814,0,62,9.63743,9.21424,0,24,2.33798,3.45822,0,25,3.61557,3.38617,0,14,4.46503,2.08091,67904,300000,50000000,439634839,0,3588,1287,35.87,4726,--,67904,414138119,0,0,0,0,414,4726,400753097,1472,300000,50000000,4065050745,-1543226435814404,0,0,4623,0
3_588,100,49,13,6,35,15,23,9,3377,0,42,27.4553,7.00087,2504,0,32,20.3577,5.48039,2599,0,32,21.1301,5.51857,3655,0,46,29.7154,7.36231,3037,0,37,24.6911,6.23931,0,38,7.6429,6.33151,0,13,1.54317,1.60975,0,14,3.08579,1.70029,0,12,4.57213,2.01984,67905,250002,50000000,440209039,0,3589,1287,35.86,4709,--,67905,414144918,0,0,0,0,526,4709,400828176,1473,300000,50000000,4068806522,-1543226435814404,0,0,4744,0
3_589,96,45,14,6,35,14,23,9,3411,0,41,29.1538,6.24652,2494,0,30,21.3162,4.4772,2570,0,32,21.9658,4.64451,3678,0,46,31.4359,6.27352,3037,0,37,25.9573,5.24346,0,39,7.59617,6.53283,0,12,1.69617,1.69249,0,12,3.14699,1.72833,0,12,4.61749,1.9815,67906,300000,50000000,441708606,0,3590,1287,35.85,4635,--,67906,414156298,0,0,0,0,419,4635,400865292,1474,300000,50000000,4070659706,-1543226435814404,0,0,4688,0
3_590,101,46,15,7,37,14,25,9,3579,15,41,29.0976,5.9625,2587,7,29,21.0325,4.58157,2645,6,31,21.5041,4.72388,3833,19,43,31.1626,5.84818,3160,12,36,25.6911,5.11197,0,39,7.68661,6.53652,0,13,1.70109,1.7315,0,14,3.1276,1.78146,0,11,4.56066,1.97799,67907,300000,50000000,442069170,0,3591,1287,35.84,5089,--,67907,414186381,0,0,0,0,433,5089,400910997,1475,300000,50000000,4072947172,400938032,1650000,4074297171,4739,0
3_591,218,69,38,3,68,15,52,8,6090,0,51,24.36,9.08573,4202,0,33,16.808,6.12039,4320,0,30,17.28,6.24897,6636,1,52,26.544,9.06466,5319,0,41,21.276,7.36151,0,44,9.07104,7.19482,0,18,2.23005,2.70651,0,19,3.3123,2.37531,0,13,4.33962,2.16169,67908,300000,50000000,442219175,0,3592,1287,35.83,4765,--,67908,414193538,0,0,0,0,412,4765,400927452,1477,300000,50000000,4073768351,400954456,1650000,4075118344,4802,0
3_592,98,46,15,7,37,14,25,9,3493,15,39,29.1083,5.85775,2546,5,30,21.2167,4.27626,2633,6,30,21.9417,4.39374,3747,18,44,31.225,5.98813,3111,11,35,25.925,4.98023,0,38,7.68634,6.52678,0,13,1.69153,1.67925,0,12,3.10902,1.74928,0,11,4.54891,2.00738,67911,300000,50000000,442799794,0,3593,1287,35.82,4689,--,67911,414205974,0,0,0,0,476,4689,400947712,1478,300000,50000000,4074781538,400974720,1650000,4076131537,4759,0
3_593,67,46,19,6,39,14,29,9,1196,2,20,13.5909,3.74662,1926,7,34,21.8864,5.84736,1444,5,26,16.4091,3.92439,1294,7,21,14.7045,3.1376,1466,6,25,16.6591,3.73827,0,23,6.69262,4.84337,0,18,1.82842,1.90443,0,9,3.10219,1.46394,0,13,4.5623,1.94857,67914,256959,50000000,443899253,1,3594,1288,35.84,4669,--,67914,414215900,0,0,0,0,429,4669,400951934,1479,300000,50000000,4074992783,400978957,1650000,4076342780,4848,0
3_594,208,68,18,4,48,16,32,9,6200,0,44,25.9414,8.59823,4170,0,28,17.4477,5.69044,4218,0,28,17.6485,5.7093,6681,0,46,27.954,8.63061,5314,0,36,22.2343,6.90366,0,42,9.04016,7.63854,0,18,2.02486,2.58583,0,20,3.31749,2.55674,0,12,4.35765,2.08343,67915,300000,50000000,443932346,0,3595,1288,35.83,3791,--,67915,414230143,0,0,0,0,410,3791,400955514,1480,300000,50000000,4075171510,400982484,1650000,4076521513,4721,0
3_595,64,44,20,6,40,13,29,9,1182,3,23,14.0714,3.71543,1892,8,34,22.5238,5.23376,1435,7,25,17.0833,3.52612,1255,6,20,14.9405,2.62475,1436,6,25,17.0952,3.29725,0,23,6.69071,4.74572,0,16,1.79317,1.89466,0,11,3.05246,1.47714,0,15,4.55492,1.89203,67917,300000,50000000,445525486,1,3596,1289,35.85,4786,--,67917,414261824,0,0,0,0,474,4786,400960946,1481,300000,50000000,4075444333,400987967,1650000,4076794336,4708,0
3_596,73,44,19,6,40,13,29,9,1324,4,21,14.0851,3.29622,2144,11,37,22.8085,5.99517,1602,10,26,17.0426,3.49746,1407,8,20,14.9681,2.61115,1622,11,25,17.2553,3.30678,0,23,6.63689,4.70183,0,18,1.78743,1.87408,0,8,3.06066,1.40399,0,11,4.54836,1.91888,67919,250002,50000000,446548974,1,3597,1290,35.86,4648,--,67919,414269438,0,0,0,0,441,4648,400967402,1482,300000,50000000,4075764475,400994375,1650000,4077114478,4623,0
3_597,217,82,41,5,77,15,59,9,7807,0,61,30.7362,13.0998,5005,0,39,19.7047,8.27596,5008,0,39,19.7165,7.95598,7985,0,61,31.437,12.1442,6446,0,50,25.378,10.2488,0,56,10.2495,8.97004,0,21,2.59372,3.55944,0,22,3.55355,3.28528,0,13,4.15191,2.18437,67920,300000,50000000,447633222,0,3598,1290,35.85,4784,--,67920,414283137,0,0,0,0,378,4784,400978921,1483,265355,50000000,4076341052,401005918,1650000,4077691045,4598,0
3_598,99,46,17,7,39,14,27,9,3457,17,41,28.5702,5.52803,2535,12,29,20.9504,3.99763,2642,8,31,21.8347,4.10069,3638,19,42,30.0661,5.40391,3068,14,35,25.3554,4.58142,0,38,7.65437,6.34977,0,12,1.65055,1.67887,0,11,3.01557,1.70855,0,11,4.46011,1.87354,67922,300000,50000000,448257526,0,3599,1290,35.84,4654,--,67922,414304828,0,0,0,0,470,4654,401011046,1484,300000,50000000,4077947339,401038027,1650000,4079297342,4687,0
3_599,80,45,20,6,40,14,29,10,1311,4,21,12.9802,3.19027,2181,10,31,21.5941,5.56185,1617,9,23,16.0099,3.25027,1456,8,22,14.4158,2.6261,1644,8,23,16.2772,3.15324,0,23,6.75055,4.74944,0,19,1.7847,1.93079,0,11,3.00519,1.47982,0,14,4.4806,1.92365,67923,300000,50000000,448902003,1,3600,1291,35.86,4603,--,67923,414317306,0,0,0,0,402,4603,401027849,1485,300000,50000000,4078788336,401054847,1650000,4080138333,4631,0
3_600,195,67,23,4,53,15,37,9,5724,0,47,25.44,8.26813,3880,0,30,17.2444,5.41338,3947,0,30,17.5422,5.47716,6121,0,46,27.2044,8.17709,4909,0,38,21.8178,6.59546,0,43,8.4765,7.2032,0,17,1.92213,2.40802,0,18,3.20273,2.38962,0,13,4.37896,1.98308,67924,300000,50000000,448969541,0,3601,1291,35.85,7141,--,67924,414330274,0,0,0,0,431,7141,401036234,1486,300000,50000000,4079208301,401063217,1650000,4080558298,4672,0
3_601,97,45,98,6,119,14,107,9,3480,0,40,29.4915,6.21063,2531,0,30,21.4492,4.66614,2615,0,32,22.161,4.892,3642,0,46,30.8644,6.42943,3070,0,37,26.0169,5.43682,0,38,8.66339,6.73384,0,12,1.70738,1.88346,0,12,3.03443,1.85452,0,12,4.33634,2.07581,67926,300000,50000000,449443232,0,3602,1291,35.84,4784,--,67926,414340456,0,0,0,0,453,4784,401057645,1487,300000,50000000,4080277160,401084593,1650000,4081627165,4631,0
3_602,63,43,20,6,40,13,29,9,1154,0,21,13.9036,3.98375,1902,4,37,22.9157,5.91548,1391,4,25,16.759,3.75962,1244,2,21,14.988,3.04383,1422,2,25,17.1325,3.72155,0,23,6.70874,4.8945,0,18,1.8459,1.93325,0,9,3.16913,1.46734,0,12,4.60355,2.01278,67928,300000,50000000,451139795,1,3603,1292,35.86,5148,--,67928,414362572,0,0,0,0,418,5148,401062630,1488,300000,50000000,4080527103,401089640,1650000,4081877098,4687,0
3_603,63,42,16,6,35,13,24,9,1113,3,22,13.5732,3.8573,1816,8,35,22.1463,5.74482,1362,6,25,16.6098,3.57415,1229,7,20,14.9878,2.83056,1382,6,25,16.8537,3.5583,0,24,6.70847,4.8783,0,17,1.79508,1.8133,0,10,3.10628,1.47656,0,14,4.60656,1.99367,67929,300000,50000000,452503656,1,3604,1293,35.88,4689,--,67929,414374951,0,0,0,0,434,4689,401066814,1489,300000,50000000,4080738141,401093805,1650000,4082088144,4743,0
3_604,108,48,16,6,38,14,26,9,3749,15,40,28.6183,5.49873,2715,7,28,20.7252,3.95017,2801,7,29,21.3817,3.95868,4054,17,42,30.9466,5.55241,3332,12,34,25.4351,4.56187,0,37,7.74508,6.5852,0,12,1.67923,1.72964,0,12,3.13989,1.78445,0,11,4.54481,1.99574,67930,300000,50000000,452791452,0,3605,1293,35.87,4687,--,67930,414402328,0,0,0,0,416,4687,401068623,1490,300000,50000000,4080828833,401095662,1650000,4082178837,4649,0
3_605,105,48,16,7,39,14,26,10,3754,15,43,29.3281,5.87382,2726,7,30,21.2969,4.35775,2805,5,32,21.9141,4.47742,4056,18,46,31.6875,5.75916,3335,11,38,26.0547,4.97385,0,39,7.79426,6.64523,0,14,1.71776,1.75691,0,13,3.12623,1.75864,0,12,4.57213,1.98684,67931,291976,50000000,453067129,0,3606,1293,35.86,4617,--,67931,414407979,0,0,0,0,419,4617,401071515,1491,281962,50000000,4080973134,401098546,1650000,4082323129,4735,0
3_606,101,46,17,6,38,14,26,9,3525,16,40,28.6585,5.97805,2567,7,29,20.8699,4.40613,2645,7,31,21.5041,4.3381,3778,19,43,30.7154,5.74601,3128,12,35,25.4309,4.94043,0,38,7.59891,6.4662,0,13,1.70847,1.7087,0,13,3.12404,1.75319,0,11,4.55656,1.94355,67932,300000,50000000,453300978,0,3607,1293,35.85,5209,--,67932,414413495,0,0,0,0,431,5209,401083702,1492,300000,50000000,4081582136,401110685,1650000,4082932137,6042,0
3_607,82,49,19,6,40,14,29,9,1410,4,20,13.5577,3.66067,2400,9,35,23.0769,6.34231,1716,8,24,16.5,3.43903,1509,7,20,14.5096,2.82841,1763,7,24,16.9519,3.44289,0,24,6.81585,4.89317,0,21,1.93579,2.21359,0,9,3.07978,1.46961,0,11,4.54672,1.93508,67933,300000,50000000,453391810,1,3608,1294,35.86,6691,--,67933,414418199,0,0,0,0,408,6691,401093354,1493,300000,50000000,4082062698,401120280,1650000,4083412691,4694,0
3_608,94,45,15,7,36,14,25,9,3377,14,40,29.1121,5.68084,2483,6,30,21.4052,4.22427,2555,6,30,22.0259,4.52095,3611,19,43,31.1293,5.63323,3011,11,34,25.9569,4.82878,0,38,7.57951,6.47513,0,12,1.7112,1.6313,0,11,3.16311,1.70627,0,11,4.56257,1.97848,67935,250001,50000000,453799939,0,3609,1294,35.85,4692,--,67935,414426860,0,0,0,0,445,4692,401100489,1494,300000,50000000,4082421516,401127517,1650000,4083771517,4595,0
3_609,101,48,23,7,46,14,33,9,3608,16,42,29.0968,5.68021,2618,8,30,21.1129,4.22017,2714,6,33,21.8871,4.45807,3866,20,46,31.1774,5.56783,3203,13,38,25.8306,4.85719,0,39,7.68907,6.54322,0,13,1.69071,1.74023,0,12,3.06393,1.74799,0,11,4.51667,1.98959,67937,300000,50000000,454335456,0,3610,1294,35.84,5694,--,67937,414437802,0,0,0,0,444,5694,401153035,1495,300000,50000000,4085047691,401180019,1650000,4086397692,4636,0
3_610,103,48,14,6,36,14,24,9,3517,15,40,27.9127,6.09061,2586,9,29,20.5238,4.22148,2667,5,29,21.1667,4.36754,3795,19,41,30.119,5.84266,3142,12,34,24.9365,4.99642,0,38,7.64317,6.38488,0,13,1.6041,1.63327,0,13,3.05683,1.70038,0,11,4.48443,1.94108,67939,300000,50000000,455721912,0,3611,1294,35.83,4691,--,67939,414460882,0,0,0,0,488,4691,401160835,1496,300000,50000000,4085437367,401187839,1650000,4086787366,4623,0
3_611,75,48,16,6,37,14,26,9,1308,5,20,13.4845,3.41348,2232,10,34,23.0103,5.81235,1625,9,25,16.7526,3.21732,1428,7,22,14.7216,2.81287,1647,8,24,16.9794,3.28062,0,23,6.69481,4.81528,0,19,1.8724,2.10746,0,9,3.10383,1.44674,0,13,4.54426,1.94752,67940,292459,50000000,455777874,1,3612,1295,35.85,4677,--,67940,414466606,0,0,0,0,383,4677,401187993,1497,300000,50000000,4086795347,401214998,1650000,4088145350,4580,0
3_612,66,50,17,6,38,13,26,9,1262,1,21,14.1798,3.58386,2012,3,34,22.6067,5.66998,1515,4,27,17.0225,3.41503,1343,2,20,15.0899,2.791,1528,2,24,17.1685,3.39608,0,23,6.71858,4.82735,0,17,1.86776,1.98615,0,9,3.0735,1.43809,0,13,4.56066,1.93568,67942,300000,50000000,457037254,1,3613,1296,35.87,4645,--,67942,414472237,0,0,0,0,450,4645,401196850,1498,300000,50000000,4087237574,401223839,1650000,4088587575,4661,0
3_613,94,44,12,7,32,14,21,9,3356,18,41,29.1826,5.54285,2466,11,30,21.4435,4.06938,2533,11,30,22.0261,4.11669,3579,22,43,31.1217,5.3975,2985,17,36,25.9565,4.62017,0,38,7.54399,6.42115,0,12,1.66803,1.6131,0,11,3.08333,1.70274,0,13,4.57568,1.95006,67943,300000,50000000,457080154,0,3614,1296,35.86,4665,--,67943,414492896,0,0,0,0,433,4665,401254254,1499,300000,50000000,4090108277,-1543226435814404,0,0,4648,0
