28916,300000,50000000,1285235907,0,1,0,0.00,1890,---
28919,300000,50000000,1419618780,0,2,0,0.00,3379,---
28925,300000,50000000,1550007346,0,3,0,0.00,3361,---
28926,300000,50000000,1551097062,0,4,0,0.00,3696,---
28927,300000,50000000,1552285838,0,5,0,0.00,3250,---
28932,300000,50000000,1671005809,0,6,0,0.00,3491,---
28935,300000,50000000,1686092259,0,7,0,0.00,1132,---
28939,300000,50000000,1742582492,0,8,0,0.00,3209,---
28943,300000,50000000,1779649262,0,9,0,0.00,3403,---
28944,300000,50000000,1781143328,0,10,0,0.00,3441,---
28945,300000,50000000,1784435808,0,11,0,0.00,3193,---
28948,300000,50000000,1815536441,0,12,0,0.00,3437,---
28951,300000,50000000,1827710152,0,13,0,0.00,3357,---
28962,300000,50000000,1884897685,0,14,0,0.00,3303,---
28965,300000,50000000,1905685832,0,15,0,0.00,960,---
28970,300000,50000000,1985374473,0,16,0,0.00,808,---
28971,300000,50000000,1986668495,0,17,0,0.00,3070,---
28973,300000,50000000,2004326823,0,18,0,0.00,2453,---
28976,300000,50000000,2014420455,0,19,0,0.00,3327,---
28977,300000,50000000,2019120435,0,20,0,0.00,901,---
28979,300000,50000000,2020680650,0,21,0,0.00,3364,---
28980,300000,50000000,2021342637,0,22,0,0.00,1310,---
28983,300000,50000000,2042711679,0,23,0,0.00,3297,---
28984,300000,50000000,2045252598,0,24,0,0.00,3326,---
28988,300000,50000000,2064036599,0,25,0,0.00,3798,---
28990,300000,50000000,2064260402,0,26,0,0.00,3616,---
28991,300000,50000000,2068409256,0,27,0,0.00,3034,---
28992,300000,50000000,2069123702,0,28,0,0.00,3699,---
28995,300000,50000000,2093259615,0,29,0,0.00,3343,---
28996,300000,50000000,2098024645,0,30,0,0.00,1258,---
28997,300000,50000000,2100245235,0,31,0,0.00,3024,---
28998,300000,50000000,2104704453,0,32,0,0.00,3148,---
29002,300000,50000000,2135226584,0,33,0,0.00,799,---
29005,300000,50000000,2149158161,0,34,0,0.00,3333,---
29009,300000,50000000,2179739353,0,35,0,0.00,3323,---
29011,300000,50000000,2202037003,0,36,0,0.00,3258,---
29012,300000,50000000,2203042530,0,37,0,0.00,1351,---
29015,300000,50000000,2214608095,0,38,0,0.00,3365,---
29021,300000,50000000,2242842613,0,39,0,0.00,4242,---
29022,300000,50000000,2246464783,0,40,0,0.00,3569,---
29024,300000,50000000,2246498086,0,41,0,0.00,3406,---
29027,300000,50000000,2248397812,0,42,0,0.00,3221,---
29029,300000,50000000,2255275443,0,43,0,0.00,3386,---
29031,300000,50000000,2270444471,0,44,0,0.00,3202,---
29032,300000,50000000,2271157847,0,45,0,0.00,1117,---
29034,300000,50000000,2287290443,0,46,0,0.00,3004,---
29035,300000,50000000,2292312446,0,47,0,0.00,877,---
29036,300000,50000000,2294739659,0,48,0,0.00,3225,---
29039,300000,50000000,2311610149,0,49,0,0.00,3276,---
29040,300000,50000000,2311993634,0,50,0,0.00,3326,---
29042,300000,50000000,2320875313,0,51,0,0.00,3153,---
29044,300000,50000000,2335931852,0,52,0,0.00,3211,---
29045,300000,50000000,2338491370,0,53,0,0.00,3438,---
29046,300000,50000000,2340112240,0,54,0,0.00,3417,---
29047,300000,50000000,2341515075,0,55,0,0.00,842,---
29049,300000,50000000,2342175329,0,56,0,0.00,1967,---
29050,300000,50000000,2342278666,0,57,0,0.00,3773,---
29053,300000,50000000,2364175748,0,58,0,0.00,3290,---
29055,300000,50000000,2369078044,0,59,0,0.00,3556,---
29062,300000,50000000,2426697231,0,60,0,0.00,3497,---
29063,300000,50000000,2428784999,0,61,0,0.00,3853,---
29064,300000,50000000,2431556875,0,62,0,0.00,950,---
29067,300000,50000000,2451839984,0,63,0,0.00,839,---
29068,300000,50000000,2454855056,0,64,0,0.00,3290,---
29070,300000,50000000,2461908465,0,65,0,0.00,3222,---
29071,300000,50000000,2462868899,0,66,0,0.00,950,---
29072,300000,50000000,2466748697,0,67,0,0.00,909,---
29075,300000,50000000,2487458552,0,68,0,0.00,3542,---
29076,300000,50000000,2487698412,0,69,0,0.00,3263,---
29077,300000,50000000,2492575328,0,70,0,0.00,3037,---
29078,298103,50000000,2494397250,0,71,0,0.00,3254,---
29079,300000,50000000,2497124911,0,72,0,0.00,3284,---
29080,300000,50000000,2500572755,0,73,0,0.00,3263,---
29081,300000,50000000,2503018942,0,74,0,0.00,3264,---
29082,300000,50000000,2505063830,0,75,0,0.00,3126,---
29083,300000,50000000,2507389790,0,76,0,0.00,3130,---
29085,300000,50000000,2521654868,0,77,0,0.00,3386,---
29088,300000,50000000,2531743554,0,78,0,0.00,3408,---
29089,300000,50000000,2533364319,0,79,0,0.00,3241,---
29092,300000,50000000,2541205195,0,80,0,0.00,3322,---
29094,300000,50000000,2551857013,0,81,0,0.00,1262,---
29096,300000,50000000,2560787537,0,82,0,0.00,3633,---
29098,300000,50000000,2562043980,0,83,0,0.00,3647,---
29099,300000,50000000,2565042885,0,84,0,0.00,3241,---
29100,300000,50000000,2566846949,0,85,0,0.00,3237,---
29101,300000,50000000,2569248428,0,86,0,0.00,3134,---
29102,300000,50000000,2571476937,0,87,0,0.00,777,---
29103,300000,50000000,2572411370,0,88,0,0.00,1803,---
29104,300000,50000000,2573779987,0,89,0,0.00,3162,---
29105,300000,50000000,2576357232,0,90,0,0.00,3256,---
29106,300000,50000000,2578284242,0,91,0,0.00,3146,---
29108,300000,50000000,2591446003,0,92,0,0.00,1565,---
29109,300000,50000000,2593571533,0,93,0,0.00,3148,---
29111,300000,50000000,2603763505,0,94,0,0.00,3340,---
29112,300000,50000000,2608306855,0,95,0,0.00,3063,---
29114,300000,50000000,2609323880,0,96,0,0.00,3541,---
29115,300000,50000000,2609593868,0,97,0,0.00,4887,---
29117,300000,50000000,2609865387,0,98,0,0.00,3332,---
29118,300000,50000000,2611330500,0,99,0,0.00,3398,---
29120,300000,50000000,2611363803,0,100,0,0.00,1796,---
29123,300000,50000000,2613917756,0,101,0,0.00,952,---
29124,300000,50000000,2615105411,0,102,0,0.00,1024,---
29127,300000,50000000,2624867828,0,103,0,0.00,3530,---
29129,300000,50000000,2628301500,0,104,0,0.00,3533,---
29130,300000,50000000,2628646901,0,105,0,0.00,1578,---
29132,300000,50000000,2631426726,0,106,0,0.00,1759,---
29135,300000,50000000,2642561681,0,107,0,0.00,3309,---
29137,300000,50000000,2650150057,0,108,0,0.00,3297,---
29139,300000,50000000,2657583569,0,109,0,0.00,1206,---
29140,300000,50000000,2660770404,0,110,0,0.00,3393,---
29142,300000,50000000,2664483644,0,111,0,0.00,3413,---
29143,300000,50000000,2666783099,0,112,0,0.00,3294,---
29145,300000,50000000,2681213190,1,113,1,0.88,700,---
29146,300000,50000000,2682587514,0,114,1,0.88,1344,---
29148,300000,50000000,2683998880,0,115,1,0.87,3636,---
