index,area,perimeter,min_xpos,min_ypos,max_xpos,max_ypos,center_x,center_y,integral_CH0,min_CH0,max_CH0,ave_CH0,std_CH0,integral_CH1,min_CH1,max_CH1,ave_CH1,std_CH1,integral_CH2,min_CH2,max_CH2,ave_CH2,std_CH2,integral_CH3,min_CH3,max_CH3,ave_CH3,std_CH3,integral_CH4,min_CH4,max_CH4,ave_CH4,std_CH4,integral_CH1-CH0,min_CH1-CH0,max_CH1-CH0,ave_CH1-CH0,std_CH1-CH0,integral_CH2-CH0,min_CH2-CH0,max_CH2-CH0,ave_CH2-CH0,std_CH2-CH0,integral_CH3-CH0,min_CH3-CH0,max_CH3-CH0,ave_CH3-CH0,std_CH3-CH0,integral_CH4-CH0,min_CH4-CH0,max_CH4-CH0,ave_CH4-CH0,std_CH4-CH0,integral_Est0,min_Est0,max_Est0,ave_Est0,std_Est0,integral_Est1,min_Est1,max_Est1,ave_Est1,std_Est1,id,count,frequency,sort_timestamp,sort,n_sample,n_sort,sort_rate,proc_time,proc_idc,id,abs_time,1st_img,2nd_img,3rd_img,data_ready,proc_begin,proc_time,none,sort,result0,result1,result2,result3,result4
1_492,183,61,39,11,58,29,46,18,3313,0,40,15.7014,10.8371,2852,0,33,13.5166,8.16671,3295,0,34,15.6161,8.66488,4456,0,46,21.1185,11.3334,3476,0,38,16.4739,9.63028,126,0,5,0.597156,1.12439,420,0,9,1.99052,2.53878,1143,0,13,5.41706,3.02227,312,0,5,1.47867,1.74521,71.194,-0.0348604,1,0.337412,0.234353,-9.44851,-0.429995,0.280128,-0.0447797,0.125056,23064,300000,50000000,3922756337,0,1493,1,0.07,2491,--,23064,13915857,0,0,0,0,189,2491,,0,186,0.319538,0.0516528,59.434,9.60742
1_493,207,72,38,10,58,29,46,18,3872,0,39,16.0664,10.5498,3339,0,30,13.8548,7.79826,3870,0,32,16.0581,8.25204,5147,0,46,21.3568,10.809,4049,0,36,16.8008,9.16661,138,0,6,0.572614,1.11008,505,0,9,2.09544,2.60768,1275,0,13,5.29046,2.92908,370,0,6,1.53527,1.75933,82.7132,-0.142672,1,0.343208,0.223355,-8.92011,-0.434831,0.312112,-0.0370129,0.121611,23066,300000,50000000,3923500827,0,1494,1,0.07,2061,--,23066,13924135,0,0,0,0,209,2061,,0,201,0.313932,0.056157,63.1003,11.2876
1_494,172,57,39,13,57,29,45,19,3092,0,44,15.5377,11.7549,2675,0,36,13.4422,9.00672,3075,0,38,15.4523,9.58362,4130,0,52,20.7538,12.8956,3240,0,42,16.2814,10.7189,115,0,5,0.577889,1.12653,372,0,9,1.86935,2.52485,1038,0,15,5.21608,3.17632,280,0,6,1.40704,1.7451,56.8772,-0.196198,0.975653,0.285815,0.264957,-3.03119,-0.485332,0.383138,-0.0152321,0.133334,23067,300000,50000000,3923530391,0,1495,1,0.07,2669,--,23067,13931542,0,0,0,0,259,2669,,0,163,0.268047,0.0451825,43.6917,7.36475
1_495,187,64,38,10,56,29,44,17,3653,0,40,16.8341,11.0186,3106,0,33,14.3134,8.34583,3523,0,34,16.235,8.76604,4744,0,47,21.8618,11.2167,3754,0,38,17.2995,9.61027,122,0,6,0.562212,1.13473,390,0,10,1.79724,2.69586,1091,0,12,5.02765,3.07647,298,0,6,1.37327,1.84262,72.7566,-0.0695325,1,0.335284,0.223959,-5.68989,-0.381905,0.387946,-0.0262207,0.126253,23070,300000,50000000,3924371935,0,1496,1,0.07,4798,--,23070,13946454,0,0,0,0,461,4798,,0,207,0.304818,0.0599146,63.0974,12.4023
1_496,220,65,38,9,56,29,45,19,3963,0,39,15.7888,10.2572,3475,0,29,13.8446,7.73437,4077,0,33,16.243,8.29923,5397,0,45,21.502,10.5106,4226,0,36,16.8367,9.04312,138,0,6,0.549801,1.15031,567,0,8,2.25896,2.76732,1434,0,12,5.71315,3.0724,419,0,5,1.66932,1.83758,86.8733,-0.18251,1,0.346109,0.224096,-8.1888,-0.444564,0.461025,-0.0326247,0.140305,23072,253036,50000000,3924792393,0,1497,1,0.07,5271,--,23072,13953356,0,0,0,0,419,5271,,0,186,0.306234,0.0486042,56.9596,9.04038
1_497,155,73,37,12,56,29,44,19,2907,0,44,15.4628,11.6026,2495,0,35,13.2713,8.78017,2850,0,37,15.1596,9.11896,3895,0,52,20.7181,12.4794,3030,0,42,16.117,10.3604,106,0,6,0.56383,1.10664,344,0,9,1.82979,2.48886,988,0,13,5.25532,3.07335,265,0,6,1.40957,1.72815,54.9442,-0.180625,1,0.292256,0.259946,-2.21008,-0.372076,0.434613,-0.0117557,0.139147,23073,300000,50000000,3925010897,0,1498,1,0.07,5112,--,23073,13957627,0,0,0,0,382,5112,,0,172,0.288127,0.0487811,49.5578,8.39035
1_498,194,63,37,10,56,29,44,17,3725,0,39,16.704,11.126,3122,0,31,14,8.40937,3598,0,33,16.1345,8.61013,4870,0,45,21.8386,11.4348,3830,0,37,17.1749,9.74384,101,0,5,0.452915,0.968693,415,0,9,1.86099,2.51515,1145,0,12,5.13453,2.97219,301,0,6,1.34978,1.71869,80.9924,-0.121234,1,0.363194,0.254564,-3.7491,-0.411134,0.312132,-0.0168121,0.136721,23074,300000,50000000,3925369469,0,1499,1,0.07,6280,--,23074,13962034,0,0,0,0,402,6280,,0,177,0.340299,0.0552695,60.2329,9.78271
1_499,193,65,37,10,55,30,43,18,3674,0,39,16.4018,10.8874,3148,0,31,14.0536,7.923,3625,0,33,16.183,8.38139,4880,0,46,21.7857,11.2499,3830,0,37,17.0982,9.41879,153,0,6,0.683036,1.24731,463,0,10,2.06696,2.71405,1206,0,13,5.38393,3.01261,340,0,6,1.51786,1.85637,85.3375,-0.147735,1,0.380971,0.266364,-7.74371,-0.459035,0.366127,-0.0345701,0.152927,23075,300000,50000000,3925423911,0,1500,1,0.07,5359,--,23075,13969182,0,0,0,0,423,5359,,0,191,0.328131,0.0522217,62.673,9.97434
1_500,15,16,70,25,76,30,72,27,371,6,23,15.4583,4.5275,380,8,23,15.8333,4.28823,426,9,24,17.75,4.16583,527,15,32,21.9583,4.2864,424,10,24,17.6667,4.24918,19,0,3,0.791667,0.95652,56,0,5,2.33333,1.21335,156,4,12,6.5,2.02073,53,1,4,2.20833,0.95652,10.149,0.244154,1,0.422874,0.175397,-2.51644,-0.416953,0.0598803,-0.104852,0.136342,23077,300000,50000000,3926188600,0,1501,1,0.07,4998,--,23077,13973672,0,0,0,0,654,4998,,1,2784,0.156494,0.0625122,435.681,174.034
1_501,267,71,41,7,61,30,48,17,5231,0,41,17.4367,10.1143,3945,0,32,13.15,7.5096,4377,0,40,14.59,8.27618,6738,0,46,22.46,11.5557,5067,0,36,16.89,9.10995,88,0,5,0.293333,0.800389,355,0,11,1.18333,2.23824,1508,0,17,5.02667,3.02313,282,0,7,0.94,1.6278,67.9823,-0.0547756,1,0.226608,0.17854,-9.91347,-0.387655,0.215836,-0.0330449,0.0867556,23079,300000,50000000,3926905024,0,1502,1,0.07,5567,--,23079,13985593,0,0,0,0,445,5567,,0,302,0.31469,-0.00320239,95.0363,-0.967122
1_502,405,89,37,8,65,30,49,18,7900,0,45,17.7528,10.9679,6150,0,31,13.8202,7.89448,6886,0,37,15.4742,8.24798,10256,0,52,23.0472,11.6247,7803,0,40,17.5348,9.47056,164,0,7,0.368539,1.08261,531,0,10,1.19326,2.15437,2356,0,14,5.29438,3.11302,488,0,6,1.09663,1.62622,140.184,-0.322629,1,0.315021,0.223213,-16.2308,-0.500986,0.489257,-0.0364738,0.135135,23081,300000,50000000,3926963951,0,1503,1,0.07,6234,--,23081,13999842,0,0,0,0,466,6234,,0,365,0.319427,0.0089625,116.591,3.27131
1_503,184,60,36,10,54,29,42,18,3348,0,45,15.8673,11.2179,2907,0,36,13.7773,8.42264,3324,0,37,15.7536,8.77177,4502,0,51,21.3365,11.9222,3519,0,42,16.6777,9.95013,145,0,6,0.687204,1.2682,412,0,9,1.95261,2.65159,1154,0,13,5.46919,3.12045,317,0,6,1.50237,1.87873,65.6501,-0.141418,0.958122,0.311138,0.242152,-6.78145,-0.41789,0.307479,-0.0321396,0.124324,23084,300000,50000000,3928242302,0,1504,1,0.07,5694,--,23084,14014161,0,0,0,0,475,5694,,0,137,0.290746,0.0426202,39.8322,5.83897
1_504,183,63,35,9,53,28,42,17,3426,0,41,16.1604,11.2557,2887,0,32,13.6179,8.63408,3321,0,35,15.6651,9.1273,4498,0,46,21.217,11.9906,3532,0,38,16.6604,10.1185,81,0,4,0.382075,0.879676,356,0,8,1.67925,2.39318,1072,0,13,5.0566,3.18259,260,0,6,1.22642,1.6839,81.4428,-0.0781492,1,0.384164,0.271407,-10.1655,-0.544032,0.219064,-0.0479506,0.147189,23085,300000,50000000,3928722622,0,1505,1,0.07,4565,--,23085,14026579,0,0,0,0,388,4565,,0,173,0.290541,0.0432246,50.2636,7.47786
1_505,182,63,35,10,54,29,42,17,3478,0,38,16.4834,11.0922,2914,0,31,13.8104,8.25495,3322,0,32,15.7441,8.65456,4561,0,46,21.6161,11.4291,3566,0,36,16.9005,9.6902,112,0,4,0.530806,1.01773,379,0,8,1.79621,2.58159,1083,0,14,5.1327,3.19826,283,0,6,1.34123,1.80498,77.5342,-0.0615127,1,0.367461,0.244539,-9.02685,-0.396344,0.280232,-0.0427813,0.135771,23086,300000,50000000,3928949091,0,1506,1,0.07,4845,--,23086,14036339,0,0,0,0,391,4845,,0,186,0.326311,0.0498559,60.6938,9.2732
1_506,150,58,34,9,52,25,40,17,2803,0,46,15.8362,12.7098,2301,0,36,13,9.59284,2574,0,39,14.5424,10.213,3535,0,54,19.9718,13.8468,2801,0,44,15.8249,11.4723,92,0,6,0.519774,1.16002,241,0,9,1.36158,2.34684,732,0,14,4.13559,2.99976,175,0,6,0.988701,1.6638,46.0096,-0.202393,1,0.259941,0.25523,0.426007,-0.425746,0.341799,0.00240682,0.109977,23087,300000,50000000,3930004045,0,1507,1,0.07,4718,--,23087,14040753,0,0,0,0,552,4718,,0,122,0.236214,0.0353274,28.8181,4.30994
1_507,171,60,36,11,53,29,42,17,3279,0,43,16.4774,11.2092,2820,0,35,14.1709,8.4527,3191,0,38,16.0352,8.82913,4315,0,49,21.6834,11.42,3400,0,41,17.0854,9.85257,119,0,6,0.59799,1.14707,351,0,9,1.76382,2.45349,1036,0,13,5.20603,3.00465,277,0,6,1.39196,1.80093,71.2909,-0.0748371,1,0.358246,0.242815,-6.77836,-0.504441,0.348465,-0.0340621,0.137715,23088,300000,50000000,3930482011,0,1508,1,0.07,4612,--,23088,14061839,0,0,0,0,381,4612,,0,151,0.292372,0.0527828,44.1482,7.97021
1_508,216,65,34,8,53,28,41,18,3763,0,39,15.2348,10.8177,3236,0,31,13.1012,8.204,3829,0,35,15.502,8.96727,5044,0,46,20.4211,11.5874,3963,0,37,16.0445,9.76329,110,0,5,0.445344,1.03582,498,0,11,2.01619,2.66476,1281,0,13,5.18623,3.35934,367,0,7,1.48583,1.83279,84.9826,-0.074325,1,0.344059,0.259126,-7.58225,-0.447554,0.335477,-0.0306974,0.149316,23089,300000,50000000,3930714194,0,1509,1,0.07,6185,--,23089,14071558,0,0,0,0,390,6185,,0,161,0.242972,0.0335839,39.1185,5.40701
1_509,204,65,35,10,54,29,42,18,3849,0,45,16.4487,11.2872,3289,0,35,14.0556,8.2799,3740,0,38,15.9829,8.66665,5045,0,52,21.5598,11.5776,3984,0,42,17.0256,9.79793,141,0,7,0.602564,1.15107,439,0,8,1.87607,2.44198,1196,0,14,5.11111,3.03055,340,0,6,1.45299,1.77348,68.9621,-0.204672,1,0.29471,0.244941,-0.30892,-0.400101,0.419808,-0.00132017,0.135096,23090,300000,50000000,3930783928,0,1510,1,0.07,4675,--,23090,14076051,0,0,0,0,416,4675,,0,186,0.283694,0.0455222,52.767,8.46713
1_510,186,64,35,10,54,30,41,18,3547,0,40,16.4213,11.1132,2985,0,31,13.8194,8.30327,3429,0,34,15.875,8.76061,4637,0,46,21.4676,11.4629,3652,0,37,16.9074,9.7473,113,0,5,0.523148,1.1011,382,0,9,1.76852,2.58237,1090,0,14,5.0463,2.98882,291,0,6,1.34722,1.82442,76.9674,-0.151942,1,0.35633,0.248244,-6.34782,-0.516722,0.225874,-0.0293881,0.129804,23095,289985,50000000,3931623924,0,1511,1,0.07,4619,--,23095,14086922,0,0,0,0,399,4619,,0,144,0.322615,0.0440917,46.4566,6.34921
1_511,220,63,35,10,53,29,42,19,3829,0,38,15.316,10.145,3380,0,30,13.52,7.74762,3901,0,32,15.604,8.235,5168,0,44,20.672,10.5305,4076,0,36,16.304,9.02417,135,0,5,0.54,1.04709,485,0,9,1.94,2.35975,1339,0,12,5.356,2.88119,388,0,6,1.552,1.68739,83.656,-0.24038,1,0.334624,0.232712,-7.2507,-0.374775,0.474092,-0.0290028,0.133407,23096,300000,50000000,3931653611,0,1512,1,0.07,4693,--,23096,14094276,0,0,0,0,408,4693,,0,201,0.313797,0.0604101,63.0733,12.1424
1_512,355,91,36,9,65,30,48,18,6371,0,38,16.0479,10.8326,4950,0,28,12.4685,7.8099,5589,0,34,14.0781,8.32685,8289,0,43,20.8791,11.7452,6294,0,34,15.8539,9.49181,141,0,5,0.355164,0.856038,548,0,9,1.38035,2.20234,1918,0,14,4.83123,3.13897,437,0,6,1.10076,1.64169,106.25,-0.187799,0.957374,0.267632,0.208274,-9.22874,-0.436074,0.263237,-0.0232462,0.103521,23098,300000,50000000,3932072787,0,1513,1,0.07,4994,--,23098,14098473,0,0,0,0,417,4994,,0,368,0.344975,0.0433644,126.951,15.9581
1_513,247,70,38,7,59,28,46,15,10116,0,106,36.1286,25.9363,5567,0,52,19.8821,13.3027,5871,0,51,20.9679,13.882,11466,0,116,40.95,27.5436,8257,0,81,29.4893,19.8255,31,0,3,0.110714,0.491237,86,0,7,0.307143,1.10451,1363,0,15,4.86786,4.06119,82,0,5,0.292857,0.853534,81.6325,-0.0898014,1,0.291545,0.246013,-4.48696,-0.258856,0.11823,-0.0160249,0.0782988,23100,300000,50000000,3933133893,0,1514,1,0.07,4686,--,23100,14103299,0,0,0,0,478,4686,,0,288,0.314627,-0.0321328,90.6127,-9.25425
1_514,220,65,35,10,53,29,42,18,3976,0,37,15.8406,10.2952,3526,0,28,14.0478,7.68229,4069,0,32,16.2112,8.3794,5434,0,44,21.6494,10.8049,4258,0,34,16.9641,9.12478,186,0,5,0.741036,1.24358,558,0,9,2.22311,2.70863,1458,0,12,5.80876,3.03421,438,0,6,1.74502,1.93488,88.4464,-0.208734,1,0.352376,0.248111,-5.37619,-0.453053,0.472707,-0.0214191,0.138825,23102,300000,50000000,3933246648,0,1515,1,0.07,5852,--,23102,14124438,0,0,0,0,488,5852,,0,199,0.322995,0.0544457,64.276,10.8347
1_515,201,59,36,12,54,29,43,19,3417,0,37,14.9214,10.531,3039,0,29,13.2707,8.11145,3548,0,32,15.4934,8.70909,4759,0,44,20.7817,11.1514,3691,0,34,16.1179,9.46605,146,0,7,0.637555,1.21295,491,0,10,2.1441,2.52,1342,0,12,5.86026,3.07939,395,0,6,1.72489,1.78991,89.8171,-0.077534,1,0.392214,0.26285,-16.3682,-0.479274,0.476806,-0.0714768,0.157046,23104,285900,50000000,3933599711,0,1516,1,0.07,5342,--,23104,14130485,0,0,0,0,454,5342,,0,186,0.3162,0.0556541,58.8132,10.3517
1_516,435,95,36,8,69,30,50,18,9116,0,59,19.0711,13.2153,6836,0,45,14.3013,9.71655,7806,0,46,16.3305,10.3019,11837,0,65,24.7636,14.306,8903,0,54,18.6255,11.6909,132,0,5,0.276151,0.862453,562,0,9,1.17573,2.04614,2721,0,15,5.69247,3.40557,495,0,6,1.03556,1.52414,138.199,-0.2646,1,0.28912,0.239375,-24.3601,-0.459392,0.401257,-0.0509625,0.124742,23106,250001,50000000,3934544823,0,1517,1,0.07,5199,--,23106,14140619,0,0,0,0,397,5199,,0,340,0.269929,0.0169876,91.7758,5.77578
1_517,326,88,37,9,64,30,48,18,5991,0,40,16.3689,10.7725,4813,0,29,13.1503,7.91049,5440,0,34,14.8634,8.46161,7764,0,46,21.2131,11.7661,6005,0,36,16.4071,9.53199,139,0,4,0.379781,0.852849,539,0,9,1.47268,2.22702,1773,0,15,4.84426,3.24337,441,0,6,1.20492,1.68538,87.8762,-0.167714,1,0.240099,0.198803,-7.02865,-0.453367,0.331302,-0.019204,0.0998565,23108,300000,50000000,3934628793,0,1518,1,0.07,4882,--,23108,14152628,0,0,0,0,424,4882,,0,328,0.337861,0.0243315,110.818,7.98074
1_518,350,90,37,9,64,30,48,18,6242,0,39,15.9642,10.1917,5222,0,31,13.3555,7.70186,5938,0,33,15.1867,8.30175,8204,0,46,20.9821,11.1092,6406,0,36,16.3836,9.12691,187,0,5,0.478261,0.969569,626,0,10,1.60102,2.28626,1962,0,13,5.0179,2.99055,515,0,6,1.31714,1.65941,116.297,-0.210306,1,0.297435,0.23399,-7.69176,-0.496709,0.414777,-0.019672,0.120382,23110,300000,50000000,3935235132,0,1519,1,0.07,4750,--,23110,14165297,0,0,0,0,426,4750,,0,287,0.312144,0.0496695,89.5852,14.2552
1_519,177,61,35,10,53,29,42,18,3402,0,43,16.5951,11.3956,2884,0,33,14.0683,8.55657,3280,0,36,16,8.77357,4471,0,51,21.8098,11.8999,3501,0,41,17.078,10.0416,102,0,4,0.497561,1.06209,347,0,9,1.69268,2.53718,1069,0,12,5.21463,3.01909,264,0,6,1.2878,1.71652,68.031,-0.0705775,1,0.331859,0.239652,-7.06517,-0.433255,0.275671,-0.0344643,0.122793,23113,300000,50000000,3935922045,0,1520,1,0.07,4735,--,23113,14176767,0,0,0,0,468,4735,,0,153,0.280649,0.044736,42.9393,6.8446
1_520,231,67,35,8,53,29,42,18,4149,0,37,15.7757,10.4412,3592,0,29,13.6578,7.98316,4223,0,32,16.057,8.45389,5607,0,43,21.3194,10.8871,4392,0,35,16.6996,9.2587,149,0,4,0.56654,1.07616,567,0,10,2.15589,2.76081,1458,0,13,5.54373,3.25194,419,0,7,1.59316,1.89001,104.011,-0.00372531,1,0.395478,0.247953,-15.4437,-0.474735,0.215977,-0.0587211,0.138154,23114,300000,50000000,3935963173,0,1521,1,0.07,4676,--,23114,14180191,0,0,0,0,379,4676,,0,192,0.33202,0.0495169,63.7477,9.50724
1_521,184,62,36,10,54,30,42,18,3519,0,44,16.5211,11.4992,2953,0,34,13.8638,8.33091,3392,0,37,15.9249,8.9282,4561,0,51,21.4131,12.1458,3604,0,41,16.9202,10.0906,112,0,5,0.525822,1.04614,366,0,8,1.71831,2.34681,1042,0,12,4.89202,2.95547,274,0,5,1.28638,1.66366,56.7492,-0.194323,1,0.266428,0.241218,0.0972451,-0.372838,0.355007,0.00045655,0.128267,23118,300000,50000000,3936713914,0,1522,1,0.07,4844,--,23118,14195016,0,0,0,0,425,4844,,0,173,0.30704,0.0436314,53.118,7.54823
1_522,416,90,37,7,66,30,49,18,7568,0,39,16.524,10.7373,5959,0,32,13.0109,7.80898,6709,0,37,14.6485,8.39817,9809,0,45,21.417,11.6905,7505,0,35,16.3865,9.42363,177,0,9,0.386463,0.944527,680,0,12,1.48472,2.33092,2241,0,14,4.89301,3.0959,532,0,8,1.16157,1.66524,119.476,-0.17219,1,0.260864,0.20345,-8.88792,-0.375596,0.463497,-0.0194059,0.100377,23120,300000,50000000,3937753806,0,1523,1,0.07,5167,--,23120,14199973,0,0,0,0,420,5167,,0,380,0.349608,0.0120486,132.851,4.57846
1_523,207,69,36,10,54,29,43,18,3906,0,43,16.3431,10.8666,3374,0,34,14.1172,8.06841,3865,0,36,16.1715,8.49661,5124,0,51,21.4393,11.1942,4059,0,41,16.9833,9.53126,139,0,6,0.58159,1.18597,447,0,10,1.87029,2.48593,1218,0,11,5.09623,2.88466,335,0,6,1.40167,1.71559,75.7047,-0.0705775,1,0.316756,0.223241,-6.66196,-0.367856,0.275015,-0.0278743,0.116193,23122,300000,50000000,3937838901,0,1524,1,0.07,4852,--,23122,14216819,0,0,0,0,484,4852,,0,148,0.274827,0.0480246,40.6744,7.10764
1_524,331,81,39,8,64,30,49,18,5997,0,40,16.2962,10.0767,4794,0,28,13.0272,7.53357,5442,0,35,14.788,8.18759,7792,0,46,21.1739,11.2115,6020,0,36,16.3587,9.02362,142,0,5,0.38587,0.922553,570,0,10,1.54891,2.44345,1795,0,15,4.87772,3.32869,449,0,7,1.22011,1.73454,91.8174,-0.123465,1,0.249504,0.208294,-9.26988,-0.538036,0.318687,-0.0251899,0.115188,23124,250001,50000000,3938393356,0,1525,1,0.07,4972,--,23124,14225372,0,0,0,0,448,4972,,0,343,0.272784,0.0236688,93.565,8.11838
1_525,350,85,38,9,66,30,50,18,6476,0,38,16.6478,10.9873,5065,0,31,13.0206,8.00415,5673,0,35,14.5835,8.49989,8326,0,45,21.4036,11.9927,6383,0,34,16.4087,9.63365,163,0,5,0.419023,1.01493,566,0,9,1.45501,2.31485,1851,0,13,4.75835,3.02827,449,0,6,1.15424,1.68369,105.661,-0.255863,1,0.271622,0.218788,-4.68587,-0.415164,0.47782,-0.0120459,0.10422,23126,300000,50000000,3938500840,0,1526,1,0.07,5023,--,23126,14229614,0,0,0,0,427,5023,,0,328,0.361368,0.0159079,118.529,5.2178
1_526,167,56,37,12,55,29,44,18,3222,0,47,16.6943,12.8505,2712,0,37,14.0518,9.80522,3079,0,39,15.9534,10.5198,4193,0,54,21.7254,14.1872,3301,0,44,17.1036,11.7319,95,0,5,0.492228,1.0437,310,0,8,1.60622,2.34142,971,0,15,5.03109,3.27165,239,0,5,1.23834,1.69277,54.959,-0.110381,1,0.284762,0.235959,-5.83018,-0.395971,0.241471,-0.0302082,0.103421,23129,300000,50000000,3939606266,0,1527,1,0.07,4657,--,23129,14248599,0,0,0,0,438,4657,,0,163,0.275363,0.0429405,44.8841,6.99931
1_527,179,61,37,10,55,28,43,17,3418,0,40,16.4327,10.9941,2876,0,31,13.8269,8.22922,3369,0,34,16.1971,8.76096,4487,0,46,21.5721,11.2508,3533,0,37,16.9856,9.64489,109,0,4,0.524038,1.03283,421,0,9,2.02404,2.81725,1071,0,13,5.14904,3.06843,294,0,6,1.41346,1.8842,78.5101,-0.0801232,1,0.377452,0.240002,-7.58808,-0.403179,0.259699,-0.0364811,0.120232,23130,300000,50000000,3939980786,0,1528,1,0.07,4587,--,23130,14253893,0,0,0,0,404,4587,,0,171,0.321474,0.0515656,54.9721,8.81772
1_528,167,58,36,11,55,28,43,17,2983,0,41,15.3763,11.4048,2539,0,33,13.0876,8.73419,2936,0,37,15.134,9.24816,3920,0,46,20.2062,11.9724,3089,0,39,15.9227,10.2091,88,0,5,0.453608,0.995046,356,0,8,1.83505,2.39062,938,0,13,4.83505,3.18236,261,0,5,1.34536,1.69271,66.2582,-0.0765061,1,0.341537,0.269585,-6.58602,-0.479681,0.271325,-0.0339485,0.140852,23131,300000,50000000,3940230384,0,1529,1,0.07,6729,--,23131,14261397,0,0,0,0,403,6729,,0,154,0.284803,0.0491711,43.8597,7.57235
1_529,197,72,37,10,56,30,44,18,3836,0,42,16.6783,10.8852,3318,0,33,14.4261,8.25155,3816,0,34,16.5913,8.63602,5027,0,47,21.8565,11.109,4002,0,39,17.4,9.56743,138,0,6,0.6,1.11745,463,0,9,2.01304,2.62178,1191,0,13,5.17826,2.96332,342,0,6,1.48696,1.76864,73.5476,-0.210919,1,0.319772,0.22708,-1.10622,-0.471758,0.438899,-0.00480964,0.123891,23132,300000,50000000,3940604784,0,1530,1,0.07,4816,--,23132,14266410,0,0,0,0,413,4816,,0,155,0.321443,0.057957,49.8237,8.98334
1_530,197,65,89,8,106,28,96,18,3493,0,40,15.3202,10.6486,3026,0,33,13.2719,8.14268,3522,0,35,15.4474,8.84723,4689,0,45,20.5658,11.1796,3674,0,38,16.114,9.5603,114,0,5,0.5,1.01955,434,0,8,1.90351,2.56997,1196,0,12,5.24561,3.37317,337,0,5,1.47807,1.81718,74.9092,-0.15024,0.842413,0.328549,0.236249,-8.35518,-0.520297,0.412324,-0.0366455,0.149772,23133,300000,50000000,3940670302,0,1531,1,0.07,5358,--,23133,14273887,0,0,0,0,405,5358,,0,149,0.187788,0.0188153,27.9804,2.80348
1_531,205,62,38,10,55,29,44,18,3695,0,39,15.7234,10.4786,3236,0,30,13.7702,8.02114,3751,0,32,15.9617,8.67343,4977,0,43,21.1787,10.9452,3906,0,36,16.6213,9.35705,118,0,5,0.502128,1.03708,470,0,10,2,2.66418,1282,0,12,5.45532,3.14628,367,0,6,1.5617,1.81232,93.3242,-0.164926,1,0.397124,0.257991,-14.2337,-0.488721,0.395309,-0.060569,0.151185,23136,300000,50000000,3941642580,0,1532,1,0.07,5130,--,23136,14283078,0,0,0,0,430,5130,,0,178,0.309688,0.0498563,55.1245,8.87443
1_532,205,60,38,10,56,29,45,18,3723,0,36,15.9785,10.7013,3229,0,29,13.8584,8.12518,3733,0,33,16.0215,8.66716,4957,0,42,21.2747,11.0629,3912,0,34,16.7897,9.49287,115,0,5,0.493562,1.05277,431,0,9,1.84979,2.62519,1234,0,13,5.29614,3.16537,347,0,6,1.48927,1.80393,95.634,-0.139552,1,0.410446,0.275563,-7.69372,-0.565827,0.378267,-0.0330202,0.162185,23137,300000,50000000,3941708450,0,1533,1,0.07,5571,--,23137,14294642,0,0,0,0,414,5571,,0,193,0.340002,0.0664347,65.6203,12.8219
1_533,213,64,38,10,57,30,45,18,3972,0,43,16.3457,11.0753,3411,0,33,14.037,8.06472,3937,0,35,16.2016,8.54933,5294,0,51,21.786,11.5635,4148,0,40,17.07,9.71144,146,0,5,0.600823,1.15163,487,0,9,2.00412,2.71029,1323,0,15,5.44444,3.10316,366,0,6,1.50617,1.80391,73.5964,-0.126574,1,0.302866,0.221939,-8.27623,-0.54358,0.227722,-0.0340586,0.123094,23139,260453,50000000,3942487707,0,1534,1,0.07,5913,--,23139,14301240,0,0,0,0,521,5913,,0,170,0.305637,0.0405583,51.9583,6.89491
1_534,197,62,39,10,57,29,46,18,3571,0,38,15.8009,10.3778,3137,0,30,13.8805,7.8627,3620,0,32,16.0177,8.38243,4772,0,45,21.115,10.5333,3774,0,36,16.6991,9.14377,128,0,7,0.566372,1.09606,469,0,9,2.07522,2.58632,1201,0,11,5.31416,3.09488,358,0,6,1.58407,1.78601,84.2996,-0.162104,1,0.373007,0.248733,-4.83599,-0.444807,0.544713,-0.0213982,0.144911,23140,300000,50000000,3942678061,0,1535,1,0.07,7162,--,23140,14311502,0,0,0,0,402,7162,,0,207,0.313065,0.0630444,64.8045,13.0502
1_535,194,60,40,10,58,28,46,18,3777,0,45,16.9372,12.2073,3157,0,34,14.157,8.85547,3634,0,37,16.296,9.39145,4824,0,51,21.6323,12.6774,3856,0,42,17.2915,10.651,127,0,5,0.569507,1.10578,398,0,9,1.78475,2.58806,1048,0,13,4.69955,3.12007,298,0,5,1.33632,1.73047,62.4186,-0.184828,1,0.279904,0.219538,-2.60845,-0.399698,0.39147,-0.0116971,0.117022,23141,300000,50000000,3942836095,0,1536,1,0.07,4829,--,23141,14315393,0,0,0,0,416,4829,,0,157,0.311283,0.0487393,48.8714,7.65208
1_536,212,62,18,10,36,29,25,18,3993,0,38,16.5685,10.3112,3414,0,30,14.166,7.90697,3979,0,31,16.5104,8.43334,5263,0,44,21.8382,10.5423,4168,0,35,17.2946,9.10521,114,0,5,0.473029,1.02272,491,0,10,2.03734,2.76662,1270,0,13,5.26971,2.97533,361,0,6,1.49793,1.84486,96.3478,-0.12857,0.969978,0.399783,0.24297,-10.6341,-0.402408,0.298908,-0.0441247,0.134132,23143,273910,50000000,3943141467,0,1537,1,0.07,4773,--,23143,14321787,0,0,0,0,560,4773,,0,211,0.341056,0.0568659,71.9629,11.9987
