index,area,perimeter,min_xpos,min_ypos,max_xpos,max_ypos,center_x,center_y,integral_CH0,min_CH0,max_CH0,ave_CH0,std_CH0,integral_CH1,min_CH1,max_CH1,ave_CH1,std_CH1,integral_CH2,min_CH2,max_CH2,ave_CH2,std_CH2,integral_CH3,min_CH3,max_CH3,ave_CH3,std_CH3,integral_CH4,min_CH4,max_CH4,ave_CH4,std_CH4,integral_CH1-CH0,min_CH1-CH0,max_CH1-CH0,ave_CH1-CH0,std_CH1-CH0,integral_CH2-CH0,min_CH2-CH0,max_CH2-CH0,ave_CH2-CH0,std_CH2-CH0,integral_CH3-CH0,min_CH3-CH0,max_CH3-CH0,ave_CH3-CH0,std_CH3-CH0,integral_CH4-CH0,min_CH4-CH0,max_CH4-CH0,ave_CH4-CH0,std_CH4-CH0,integral_Est0,min_Est0,max_Est0,ave_Est0,std_Est0,integral_Est1,min_Est1,max_Est1,ave_Est1,std_Est1,id,count,frequency,sort_timestamp,sort,n_sample,n_sort,sort_rate,proc_time,proc_idc,id,abs_time,1st_img,2nd_img,3rd_img,data_ready,proc_begin,proc_time,none,sort,result0,result1,result2,result3,result4
4_401,391,84,94,9,122,30,107,18,7201,0,39,16.7465,10.5482,5883,0,30,13.6814,8.01414,6632,0,34,15.4233,8.52179,9305,0,46,21.6395,11.4149,7252,0,35,16.8651,9.42611,171,0,4,0.397674,0.882646,643,0,8,1.49535,2.29128,2104,0,12,4.89302,2.97317,502,0,6,1.16744,1.64525,141.557,-0.0743574,1,0.329202,0.229499,-8.61172,-0.438867,0.359875,-0.0200273,0.112732,28649,300000,50000000,1099716836,0,4402,1,0.02,5392,--,28649,43354820,0,0,0,0,505,5392,,0,392,0.338578,0.0335633,132.723,13.1568
4_402,205,60,92,10,112,28,100,18,3622,0,38,15.5451,10.6823,3155,0,32,13.5408,8.44672,3655,0,34,15.6867,8.98929,4808,0,45,20.6352,11.542,3810,0,37,16.3519,9.79251,112,0,4,0.480687,0.954239,449,0,9,1.92704,2.53199,1187,0,13,5.09442,3.17982,334,0,5,1.43348,1.75692,81.8226,-0.155704,1,0.35117,0.259975,-6.88683,-0.477899,0.323123,-0.0295572,0.13217,28653,300000,50000000,1100842803,0,4403,1,0.02,4796,--,28653,43364960,0,0,0,0,523,4796,,0,195,0.313019,0.0667593,61.0388,13.0181
4_403,186,64,92,11,112,29,99,18,3506,0,46,16.2315,11.5647,3028,0,35,14.0185,8.8741,3459,0,38,16.0139,9.32067,4661,0,51,21.5787,12.1995,3666,0,41,16.9722,10.3512,132,0,6,0.611111,1.18894,382,0,10,1.76852,2.43473,1155,0,13,5.34722,2.89553,309,0,7,1.43056,1.7253,57.7421,-0.11799,1,0.267324,0.226695,-2.63159,-0.35218,0.391397,-0.0121833,0.120971,28654,300000,50000000,1101114684,0,4404,1,0.02,4725,--,28654,43378311,0,0,0,0,508,4725,,0,139,0.252412,0.0400957,35.0852,5.5733
4_404,203,59,91,10,110,28,99,18,3544,0,37,15.4087,10.5747,3089,0,31,13.4304,8.32868,3588,0,34,15.6,8.92753,4678,0,42,20.3391,11.169,3724,0,36,16.1913,9.6237,112,0,5,0.486957,1.02885,424,0,9,1.84348,2.4903,1134,0,11,4.93043,2.99194,319,0,6,1.38696,1.72016,84.2414,-0.278014,1,0.366267,0.276707,-4.19151,-0.470734,0.427891,-0.018224,0.163391,28655,300000,50000000,1101322519,0,4405,1,0.02,4663,--,28655,43383643,0,0,0,0,422,4663,,0,204,0.321102,0.0706693,65.5047,14.4165
4_405,349,101,92,9,120,30,104,18,6274,0,41,15.8835,10.2083,5172,0,31,13.0937,7.64324,5855,0,33,14.8228,8.1975,8091,0,44,20.4835,11.0667,6355,0,37,16.0886,9.09944,169,0,5,0.427848,0.914986,617,0,9,1.56203,2.29872,1817,0,15,4.6,3.15298,472,0,7,1.19494,1.64277,93.2557,-0.183224,1,0.23609,0.195619,-3.5797,-0.397968,0.315293,-0.00906254,0.0999615,28656,300000,50000000,1101397537,0,4406,1,0.02,5820,--,28656,43387844,0,0,0,0,411,5820,,0,291,0.31693,0.0510814,92.2266,14.8647
4_406,195,59,90,10,109,28,97,18,3451,0,38,15.545,10.9031,3044,0,31,13.7117,8.55232,3505,0,34,15.7883,9.19877,4552,0,44,20.5045,11.4678,3647,0,36,16.4279,9.92865,120,0,7,0.540541,1.19521,428,0,9,1.92793,2.67357,1101,0,11,4.95946,3.10524,326,0,6,1.46847,1.84205,83.157,-0.120648,1,0.374581,0.278366,-2.75802,-0.425907,0.632118,-0.0124235,0.158097,28659,300000,50000000,1102467593,0,4407,1,0.02,4568,--,28659,43400190,0,0,0,0,402,4568,,0,189,0.315595,0.0758245,59.6475,14.3308
4_407,217,63,89,10,108,28,96,18,3882,0,39,15.7166,10.5197,3453,0,31,13.9798,8.29148,3981,0,32,16.1174,8.85364,5175,0,44,20.9514,11.0672,4125,0,36,16.7004,9.57684,131,0,6,0.530364,1.03682,466,0,10,1.88664,2.47156,1293,0,11,5.23482,3.08607,365,0,6,1.47773,1.7421,85.3773,-0.158489,1,0.345657,0.248008,-6.46067,-0.436288,0.487326,-0.0261566,0.140661,28660,300000,50000000,1103049274,0,4408,1,0.02,4656,--,28660,43410754,0,0,0,0,385,4656,,0,172,0.287057,0.0596296,49.3739,10.2563
4_408,183,58,88,11,107,28,95,18,3173,0,36,15.1095,10.7757,2850,0,31,13.5714,8.49578,3315,0,34,15.7857,9.27551,4263,0,43,20.3,11.4613,3399,0,36,16.1857,9.85557,142,0,6,0.67619,1.22276,461,0,9,2.19524,2.94634,1090,0,12,5.19048,3.22223,330,0,6,1.57143,1.93394,70.5483,-0.17757,1,0.335944,0.248451,-1.50285,-0.382078,0.481572,-0.00715644,0.134364,28661,300000,50000000,1103173087,0,4409,1,0.02,4812,--,28661,43422331,0,0,0,0,423,4812,,0,194,0.32363,0.0766783,62.7842,14.8756
4_409,0,6,50,29,54,30,51,29,83,20,22,20.75,0.829156,96,24,24,24,0,94,22,26,23.5,1.65831,111,27,29,27.75,0.829156,96,23,25,24,0.707107,13,2,4,3.25,0.829156,11,1,4,2.75,1.29904,28,6,8,7,0.707107,13,3,4,3.25,0.433013,1.73491,0.344462,0.585629,0.433728,0.0976873,1.00572,0.127174,0.313349,0.251431,0.0729601,28665,300000,50000000,1104001263,0,4410,1,0.02,6614,--,28665,43429248,0,0,0,0,452,6614,,1,2784,0.1517,0.0738997,422.333,205.737
4_410,227,66,86,10,106,29,93,18,4165,0,39,16.1434,10.4206,3646,0,33,14.1318,8.16675,4216,0,34,16.3411,8.64771,5502,0,45,21.3256,10.5934,4381,0,37,16.9806,9.31759,138,0,5,0.534884,1.00036,513,0,8,1.98837,2.62292,1337,0,12,5.18217,2.99252,382,0,5,1.48062,1.77886,92.0211,-0.161879,1,0.356671,0.242731,-3.96131,-0.407261,0.377074,-0.0153539,0.135658,28667,300000,50000000,1104645660,0,4411,1,0.02,4589,--,28667,43441440,0,0,0,0,427,4589,,0,177,0.310432,0.0645554,54.9464,11.4263
4_411,176,66,85,10,105,29,93,18,3262,0,40,15.835,10.6822,2770,0,33,13.4466,8.4068,3242,0,35,15.7379,8.99402,4323,0,47,20.9854,11.2963,3403,0,39,16.5194,9.71322,88,0,5,0.427184,1.00583,366,0,9,1.7767,2.60854,1061,0,13,5.15049,3.03566,272,0,6,1.32039,1.79651,66.4138,-0.0544021,1,0.322397,0.234237,-5.46496,-0.360303,0.29412,-0.0265289,0.121745,28668,300000,50000000,1104711996,0,4412,1,0.02,4625,--,28668,43454288,0,0,0,0,382,4625,,0,192,0.299824,0.0567138,57.5662,10.8891
4_412,224,65,85,10,105,29,92,18,4115,0,37,16.2008,10.5104,3580,0,30,14.0945,8.29043,4165,0,33,16.3976,8.82526,5490,0,44,21.6142,11.0047,4346,0,36,17.1102,9.52099,123,0,7,0.484252,1.04134,486,0,9,1.91339,2.5099,1375,0,13,5.41339,2.99316,373,0,6,1.4685,1.75827,86.2243,-0.151171,1,0.339466,0.22483,-8.215,-0.36764,0.429668,-0.0323425,0.124789,28670,253500,50000000,1105101554,0,4413,1,0.02,4883,--,28670,43461655,0,0,0,0,426,4883,,0,178,0.33462,0.0639788,59.5624,11.3882
4_413,209,59,84,10,103,28,92,18,3666,0,37,15.5339,10.5807,3265,0,31,13.8347,8.28685,3759,0,34,15.928,8.93711,4883,0,42,20.6907,11.1455,3893,0,36,16.4958,9.62936,142,0,6,0.601695,1.25306,440,0,8,1.86441,2.49547,1217,0,11,5.15678,3.00085,345,0,6,1.46186,1.77632,88.7513,-0.273718,0.974995,0.376065,0.269796,-3.75124,-0.460343,0.561397,-0.0158951,0.154233,28672,250002,50000000,1106046014,0,4414,1,0.02,4802,--,28672,43469256,0,0,0,0,438,4802,,0,212,0.317075,0.0743419,67.2198,15.7605
4_414,213,60,84,10,103,28,91,18,3790,0,38,15.7261,10.4246,3370,0,31,13.9834,8.09486,3939,0,33,16.3444,8.80598,5103,0,44,21.1743,10.7079,4050,0,36,16.805,9.34934,152,0,5,0.630705,1.15972,532,0,9,2.20747,2.79569,1313,0,13,5.44813,3.11442,396,0,6,1.64315,1.91664,91.788,-0.253203,1,0.380863,0.262082,-4.79352,-0.507085,0.439434,-0.0198901,0.146447,28673,300000,50000000,1106165852,0,4415,1,0.02,5705,--,28673,43482254,0,0,0,0,409,5705,,0,175,0.317636,0.0653117,55.5863,11.4295
4_415,207,60,82,10,101,28,90,18,3737,0,38,15.9021,10.7503,3234,0,31,13.7617,8.24173,3780,0,35,16.0851,8.8246,4973,0,45,21.1617,11.2321,3931,0,37,16.7277,9.6387,107,0,6,0.455319,0.994198,464,0,9,1.97447,2.5548,1236,0,13,5.25957,3.09231,347,0,6,1.4766,1.75599,81.3975,-0.0727591,1,0.346372,0.24794,-6.95784,-0.497989,0.382876,-0.0296078,0.139519,28677,300000,50000000,1106990074,0,4416,1,0.02,5707,--,28677,43497674,0,0,0,0,455,5707,,0,203,0.334568,0.0628342,67.9174,12.7553
4_416,185,63,82,11,102,29,89,19,3181,0,41,14.9343,10.1997,2847,0,33,13.3662,8.03263,3290,0,36,15.446,8.57954,4412,0,48,20.7136,10.8371,3431,0,39,16.108,9.23519,149,0,5,0.699531,1.2348,455,0,10,2.13615,2.75191,1231,0,14,5.77934,3.15829,363,0,7,1.70423,1.93603,68.1259,-0.188486,1,0.31984,0.225634,-6.73319,-0.37203,0.348908,-0.0316112,0.127297,28678,300000,50000000,1107175450,0,4417,1,0.02,5234,--,28678,43501294,0,0,0,0,373,5234,,0,168,0.289492,0.0531875,48.6347,8.93551
4_417,222,73,82,9,101,30,89,18,4249,0,39,16.5977,10.5248,3632,0,31,14.1875,8.05135,4196,0,34,16.3906,8.4078,5564,0,45,21.7344,10.6334,4414,0,37,17.2422,9.24134,124,0,6,0.484375,0.999878,469,0,11,1.83203,2.57677,1315,0,14,5.13672,2.93831,358,0,6,1.39844,1.77588,92.6109,-0.17907,1,0.361761,0.243831,-4.14177,-0.51412,0.528197,-0.0161788,0.133398,28679,262558,50000000,1107384045,0,4418,1,0.02,4644,--,28679,43504914,0,0,0,0,429,4644,,0,177,0.318387,0.0551053,56.3546,9.75364
4_418,219,64,81,8,101,28,89,18,3834,0,40,15.3976,10.7071,3324,0,33,13.3494,8.4313,3865,0,37,15.5221,9.17613,5120,0,45,20.5622,11.6121,4035,0,38,16.2048,9.80381,117,0,4,0.46988,1.01796,462,0,9,1.85542,2.64711,1286,0,13,5.16466,3.30161,360,0,6,1.44578,1.82081,77.163,-0.215173,1,0.309892,0.245497,-7.04424,-0.48847,0.424376,-0.0282901,0.138034,28680,300000,50000000,1107683984,0,4419,1,0.02,3430,--,28680,43509110,0,0,0,0,397,3430,,0,211,0.327636,0.0649535,69.1312,13.7052
4_419,223,64,81,8,100,28,89,17,3948,0,39,15.6047,10.7487,3462,0,31,13.6838,8.53792,4005,0,35,15.83,9.01288,5186,0,42,20.498,11.2877,4144,0,36,16.3794,9.74285,118,0,6,0.466403,1.03871,466,0,9,1.8419,2.5208,1238,0,12,4.89328,3.14732,350,0,6,1.3834,1.77801,96.6419,-0.107212,1,0.381984,0.273088,-3.92126,-0.517291,0.614252,-0.015499,0.15033,28681,300000,50000000,1107857364,0,4420,1,0.02,3162,--,28681,43514925,0,0,0,0,291,3162,,0,195,0.317923,0.075108,61.9949,14.6461
4_420,213,64,81,10,100,29,88,18,3817,0,38,15.7078,10.2005,3358,0,31,13.8189,7.937,3896,0,33,16.0329,8.58358,5053,0,43,20.7942,10.7086,4023,0,36,16.5556,9.21575,122,0,6,0.502058,1.03984,464,0,9,1.90947,2.47955,1236,0,12,5.08642,2.94055,348,0,5,1.4321,1.65506,89.5692,-0.165586,1,0.368597,0.262847,-5.01468,-0.458004,0.491206,-0.0206365,0.15047,28682,300000,50000000,1107946395,0,4421,1,0.02,3187,--,28682,43518383,0,0,0,0,287,3187,,0,209,0.331355,0.071629,69.2531,14.9705
4_421,200,68,79,10,100,28,87,18,3545,0,42,15.3463,10.6402,3093,0,35,13.3896,8.34871,3573,0,37,15.4675,8.72909,4741,0,49,20.5238,11.163,3735,0,40,16.1688,9.57414,136,0,5,0.588745,1.18784,442,0,10,1.91342,2.64352,1196,0,14,5.17749,3.04776,334,0,7,1.44589,1.84118,66.4891,-0.140786,1,0.287832,0.234702,-3.09249,-0.443555,0.366956,-0.0133874,0.126886,28685,300000,50000000,1108593740,0,4422,1,0.02,3163,--,28685,43529450,0,0,0,0,323,3163,,0,141,0.279066,0.047394,39.3484,6.68255
4_422,229,62,79,10,99,28,87,18,4067,0,37,15.7636,10.4841,3568,0,31,13.8295,8.2576,4144,0,33,16.062,8.77519,5433,0,42,21.0581,11.0268,4310,0,35,16.7054,9.49941,113,0,6,0.437984,1.04827,466,0,8,1.8062,2.56415,1366,0,14,5.29457,3.19618,371,0,6,1.43798,1.81671,89.988,-0.052885,1,0.348791,0.252236,-9.6672,-0.52107,0.389073,-0.0374698,0.150567,28686,300000,50000000,1109293417,0,4423,1,0.02,3090,--,28686,43533088,0,0,0,0,282,3090,,0,195,0.31308,0.0588992,61.0507,11.4854
4_423,190,59,79,10,97,29,86,18,3309,0,40,15.2488,10.7653,2900,0,33,13.3641,8.54326,3371,0,37,15.5346,9.1213,4354,0,44,20.0645,11.2404,3483,0,38,16.0507,9.80934,104,0,5,0.479263,0.969956,402,0,8,1.85253,2.46943,1045,0,12,4.81567,2.98431,295,0,5,1.35945,1.64326,77.4,-0.175151,1,0.356682,0.271756,-2.08659,-0.53626,0.394476,-0.00961562,0.148946,28687,300000,50000000,1109323198,0,4424,1,0.02,3191,--,28687,43547089,0,0,0,0,326,3191,,0,151,0.285565,0.0636606,43.1203,9.61275
4_424,212,70,79,10,98,29,86,18,3988,0,39,16.2776,10.4,3501,0,31,14.2898,8.06768,3992,0,32,16.2939,8.38727,5275,0,46,21.5306,10.7743,4186,0,37,17.0857,9.27476,148,0,5,0.604082,1.11134,488,0,9,1.99184,2.5523,1287,0,16,5.25306,2.8999,362,0,7,1.47755,1.79242,80.0542,-0.188307,1,0.326752,0.245892,-1.81499,-0.50581,0.459415,-0.00740811,0.141999,28689,300000,50000000,1110291231,0,4425,1,0.02,3122,--,28689,43557135,0,0,0,0,333,3122,,0,182,0.333209,0.064968,60.644,11.8242
4_425,222,65,78,10,97,29,85,18,4030,0,38,15.9289,10.3417,3541,0,30,13.996,8.12914,4069,0,34,16.083,8.86198,5341,0,43,21.1107,11.0448,4241,0,36,16.7628,9.44545,132,0,6,0.521739,1.1371,457,0,9,1.80632,2.42639,1311,0,12,5.18182,3.00174,358,0,6,1.41502,1.72338,90.6508,-0.128522,1,0.358304,0.256097,-5.12386,-0.393321,0.520917,-0.0202524,0.143642,28690,300000,50000000,1110593314,0,4426,1,0.02,3061,--,28690,43567037,0,0,0,0,267,3061,,0,163,0.297718,0.0606125,48.528,9.87984
4_426,199,61,77,10,97,28,85,18,3497,0,39,15.4053,10.75,3031,0,32,13.3524,8.38023,3541,0,36,15.5991,9.15373,4668,0,45,20.5639,11.5235,3683,0,38,16.2247,9.83824,116,0,5,0.511013,1.07581,434,0,8,1.91189,2.53455,1171,0,12,5.15859,3.22456,325,0,5,1.43172,1.7781,74.5081,-0.15297,1,0.328229,0.259884,-5.55121,-0.411042,0.399986,-0.0244547,0.149546,28691,300000,50000000,1110750374,0,4427,1,0.02,4184,--,28691,43573204,0,0,0,0,371,4184,,0,172,0.259407,0.0477532,44.618,8.21355
4_427,201,60,76,10,95,28,84,18,3392,0,37,14.8122,10.3018,2977,0,33,13,8.17334,3510,0,33,15.3275,8.97898,4572,0,42,19.9651,10.9882,3611,0,36,15.7686,9.4847,127,0,5,0.554585,1.05435,464,0,9,2.0262,2.63818,1180,0,12,5.15284,3.25861,351,0,6,1.53275,1.80852,82.1161,-0.251266,1,0.358586,0.270281,-4.51111,-0.51403,0.434307,-0.0196992,0.15025,28696,300000,50000000,1111599981,0,4428,1,0.02,4239,--,28696,43590382,0,0,0,0,419,4239,,0,191,0.325784,0.0713572,62.2247,13.6292
4_428,557,163,78,7,122,30,99,18,9904,0,39,15.7206,9.80046,8271,0,30,13.1286,7.54863,9532,0,32,15.1302,8.16723,12950,0,44,20.5556,10.6498,10164,0,36,16.1333,8.85642,262,0,6,0.415873,0.966947,1074,0,10,1.70476,2.51317,3047,0,14,4.83651,3.29891,800,0,7,1.26984,1.75034,176.994,-0.201694,1,0.280942,0.211314,-15.6743,-0.455023,0.373771,-0.0248798,0.120346,28698,300000,50000000,1112388120,0,4429,1,0.02,4394,--,28698,43602692,0,0,0,0,477,4394,,0,521,0.290867,0.0497881,151.542,25.9396
4_429,169,63,76,11,96,29,83,18,3022,0,42,15.2626,11.0335,2619,0,36,13.2273,8.59785,3024,0,37,15.2727,9.14122,3968,0,49,20.0404,11.5531,3151,0,41,15.9141,9.95838,122,0,6,0.616162,1.20359,352,0,9,1.77778,2.49264,946,0,12,4.77778,2.96973,262,0,6,1.32323,1.73105,51.4258,-0.101124,1,0.259727,0.222312,0.966432,-0.408188,0.332988,0.00488097,0.114806,28703,290526,50000000,1114697552,0,4430,1,0.02,6697,--,28703,43617303,0,0,0,0,344,6697,,0,120,0.22432,0.0409874,26.9184,4.91849
4_430,190,57,75,11,94,28,83,18,3337,0,38,15.4491,10.6973,2936,0,30,13.5926,8.38543,3428,0,32,15.8704,8.94592,4485,0,44,20.7639,11.1511,3549,0,36,16.4306,9.67312,115,0,5,0.532407,0.999475,438,0,8,2.02778,2.56385,1148,0,11,5.31481,3.11106,332,0,6,1.53704,1.81519,70.9743,-0.112883,0.951092,0.328585,0.222266,-5.5176,-0.367424,0.394658,-0.0255444,0.12419,28704,300000,50000000,1114881382,0,4431,1,0.02,4901,--,28704,43655342,0,0,0,0,353,4901,,0,167,0.299318,0.0629274,49.986,10.5089
4_431,206,59,76,10,94,28,83,18,3674,0,38,15.7009,10.5237,3204,0,31,13.6923,8.22438,3729,0,34,15.9359,8.8187,4882,0,43,20.8632,11.1324,3875,0,36,16.5598,9.5608,115,0,5,0.491453,1.00953,431,0,8,1.84188,2.51079,1208,0,13,5.16239,3.31523,338,0,6,1.44444,1.79955,84.3973,-0.179764,1,0.360672,0.255555,-6.57397,-0.474735,0.393255,-0.0280939,0.139538,28705,300000,50000000,1115008173,0,4432,1,0.02,4999,--,28705,43658944,0,0,0,0,504,4999,,0,199,0.32367,0.0679618,64.4102,13.5244
4_432,244,74,75,8,94,30,82,18,4396,0,37,15.7563,10.1447,3856,0,29,13.8208,8.04446,4415,0,31,15.8244,8.57654,5802,0,42,20.7957,10.6012,4617,0,34,16.5484,9.204,125,0,4,0.448029,0.898019,493,0,9,1.76703,2.3493,1406,0,12,5.03943,2.83132,384,0,5,1.37634,1.63681,107.076,-0.0921107,1,0.383784,0.253205,-7.56404,-0.535613,0.436106,-0.0271113,0.142996,28707,260961,50000000,1115841506,0,4433,1,0.02,4765,--,28707,43666219,0,0,0,0,433,4765,,0,210,0.339663,0.0690543,71.3291,14.5014
4_433,221,62,75,10,95,28,82,18,3969,0,37,15.876,10.5666,3465,0,30,13.86,8.31483,4049,0,33,16.196,8.84384,5277,0,43,21.108,10.9709,4188,0,35,16.752,9.54455,121,0,4,0.484,0.996867,493,0,10,1.972,2.66444,1308,0,12,5.232,3.01366,359,0,6,1.436,1.7793,87.7056,-0.162065,1,0.350823,0.246189,-5.80963,-0.508061,0.42295,-0.0232385,0.14937,28708,300000,50000000,1116510342,0,4434,1,0.02,4647,--,28708,43678163,0,0,0,0,393,4647,,0,186,0.32849,0.0684007,61.0991,12.7225
4_434,191,63,76,10,96,28,83,17,3674,0,43,16.7,11.8184,3067,0,33,13.9409,9.02326,3490,0,35,15.8636,9.49735,4687,0,48,21.3045,12.6348,3727,0,39,16.9409,10.6588,90,0,5,0.409091,0.984382,345,0,9,1.56818,2.43644,1013,0,13,4.60455,3.01707,244,0,6,1.10909,1.64508,64.1905,-0.139687,1,0.291775,0.249944,-1.21371,-0.390539,0.397691,-0.00551687,0.127179,28709,300000,50000000,1117393529,0,4435,1,0.02,4658,--,28709,43691552,0,0,0,0,420,4658,,0,205,0.318563,0.0579797,65.3054,11.8858
4_435,460,139,79,7,122,30,95,17,10958,0,61,20.9522,14.0235,8287,0,42,15.8451,10.1695,9273,0,46,17.7304,10.7708,13626,0,68,26.0535,14.8311,10533,0,54,20.1396,12.2698,104,0,5,0.198853,0.728181,501,0,10,0.957935,1.84125,2671,0,20,5.10707,3.27748,460,0,5,0.879541,1.41652,122.85,-0.139677,1,0.234895,0.201043,-15.4786,-0.591298,0.317835,-0.0295958,0.100227,28710,300000,50000000,1118079212,0,4436,1,0.02,4959,--,28710,43709255,0,0,0,0,410,4959,,0,412,0.188056,0.014652,77.4792,6.03663
4_436,169,61,75,11,95,28,83,17,3218,0,43,16.335,11.3562,2746,0,36,13.9391,9.05182,3112,0,37,15.797,9.33469,4164,0,49,21.1371,11.792,3305,0,40,16.7766,10.2463,96,0,5,0.48731,1.03546,325,0,9,1.64975,2.40435,946,0,11,4.80203,2.93697,240,0,6,1.21827,1.67334,56.1519,-0.142391,1,0.285035,0.221029,-0.950076,-0.41354,0.35678,-0.00482272,0.110405,28712,300000,50000000,1118364699,0,4437,1,0.02,4631,--,28712,43722950,0,0,0,0,429,4631,,0,169,0.276255,0.0607821,46.6871,10.2722
4_437,404,108,76,7,108,30,89,17,7190,0,40,15.9424,9.86365,5874,0,31,13.0244,7.59022,6693,0,33,14.8404,8.0806,9402,0,46,20.847,10.7733,7279,0,37,16.1397,8.89408,152,0,5,0.337029,0.879392,627,0,8,1.39024,2.19621,2212,0,13,4.90466,2.84207,492,0,5,1.09091,1.51656,125.656,-0.186477,1,0.278616,0.213026,-11.7212,-0.481223,0.422302,-0.0259893,0.109712,28713,300000,50000000,1119109080,0,4438,1,0.02,4709,--,28713,43728662,0,0,0,0,379,4709,,0,435,0.312867,0.024039,136.097,10.457
4_438,186,56,75,12,94,28,83,18,3064,0,38,14.4528,10.4477,2701,0,30,12.7406,8.27098,3188,0,34,15.0377,9.01877,4189,0,44,19.7594,11.3034,3277,0,36,15.4575,9.65016,114,0,4,0.537736,1.02031,419,0,9,1.97642,2.52056,1125,0,14,5.3066,3.16158,320,0,6,1.50943,1.74424,66.6916,-0.227536,1,0.314583,0.245258,-5.67567,-0.532592,0.355902,-0.026772,0.137806,28715,300000,50000000,1119637232,0,4439,1,0.02,4635,--,28715,43743553,0,0,0,0,421,4635,,0,185,0.312192,0.0624994,57.7555,11.5624
4_439,185,56,75,12,94,28,83,18,3111,0,38,14.7441,10.6473,2722,0,30,12.9005,8.33906,3191,0,34,15.1232,9.05873,4237,0,43,20.0806,11.5142,3318,0,36,15.7251,9.77618,100,0,5,0.473934,1.03174,417,0,8,1.9763,2.49443,1126,0,14,5.33649,3.30669,325,0,6,1.54028,1.73943,66.1585,-0.218904,1,0.313547,0.23448,-8.60675,-0.539979,0.348009,-0.0407903,0.139435,28716,300000,50000000,1119787600,0,4440,1,0.02,5007,--,28716,43754124,0,0,0,0,399,5007,,0,193,0.324,0.06795,62.5319,13.1143
4_440,228,64,75,10,95,29,83,18,4059,0,37,15.7326,10.3509,3573,0,31,13.8488,8.17235,4125,0,34,15.9884,8.67478,5364,0,42,20.7907,10.8786,4267,0,36,16.5388,9.3759,118,0,6,0.457364,1.02683,490,0,8,1.89922,2.37181,1306,0,12,5.06202,3.10975,362,0,6,1.4031,1.67757,92.247,-0.134456,1,0.357546,0.2616,-7.6766,-0.519789,0.471268,-0.0297543,0.154536,28719,269450,50000000,1120180629,0,4441,1,0.02,5704,--,28719,43764034,0,0,0,0,485,5704,,0,193,0.334336,0.0763364,64.5268,14.7329
4_441,175,60,76,10,95,28,83,17,2983,0,39,14.6946,10.8399,2560,0,34,12.6108,8.51665,3015,0,36,14.8522,9.14028,3946,0,45,19.4384,11.3823,3124,0,38,15.3892,9.85717,79,0,7,0.389163,0.993219,356,0,9,1.75369,2.46721,964,0,13,4.74877,3.04659,256,0,6,1.26108,1.6567,62.9542,-0.233178,1,0.310119,0.255873,-3.25652,-0.438313,0.60364,-0.016042,0.143296,28722,300000,50000000,1121027768,0,4442,1,0.02,4842,--,28722,43776845,0,0,0,0,486,4842,,0,151,0.265238,0.0437311,40.0509,6.60339
4_442,402,90,78,7,108,30,90,18,7312,0,40,16.5056,10.3508,5852,0,29,13.2099,7.90255,6611,0,32,14.9233,8.46816,9497,0,44,21.4379,11.2285,7321,0,35,16.526,9.24369,182,0,5,0.410835,0.961127,648,0,10,1.46275,2.27268,2185,0,14,4.93228,3.14724,528,0,6,1.19187,1.65861,121.995,-0.110914,1,0.275383,0.209266,-9.22532,-0.466803,0.339858,-0.0208246,0.109472,28723,300000,50000000,1121482862,0,4443,1,0.02,4993,--,28723,43781940,0,0,0,0,391,4993,,0,377,0.342233,0.017994,129.022,6.78372
4_443,219,64,76,8,95,28,83,17,3887,0,39,15.6104,10.8612,3374,0,33,13.5502,8.6539,3869,0,37,15.5382,9.17695,5078,0,45,20.3936,11.4551,4056,0,38,16.2892,9.94022,112,0,5,0.449799,1.00525,403,0,9,1.61847,2.34114,1191,0,14,4.78313,3.09961,318,0,6,1.27711,1.69084,82.0361,-0.225253,1,0.329462,0.261673,-3.83555,-0.47256,0.495287,-0.0154038,0.151286,28725,300000,50000000,1121786200,0,4444,1,0.02,4670,--,28725,43791024,0,0,0,0,446,4670,,0,169,0.27419,0.0572355,46.3382,9.6728
4_444,238,66,77,10,96,29,84,18,4338,0,39,16.1264,10.0333,3790,0,31,14.0892,7.86783,4397,0,33,16.3457,8.31911,5704,0,44,21.2045,10.222,4561,0,36,16.9554,9.00216,124,0,5,0.460967,0.965656,500,0,9,1.85874,2.37289,1366,0,11,5.07807,2.82274,383,0,6,1.42379,1.68493,96.1691,-0.168498,1,0.357506,0.235403,-5.99676,-0.462352,0.368611,-0.0222928,0.137508,28726,300000,50000000,1122030217,0,4445,1,0.02,4839,--,28726,43797079,0,0,0,0,425,4839,,0,198,0.305567,0.0653119,60.5022,12.9318
4_445,212,62,77,10,96,29,84,18,3813,0,39,15.8875,10.4087,3353,0,30,13.9708,8.13808,3941,0,33,16.4208,8.82102,5103,0,45,21.2625,10.9576,4045,0,36,16.8542,9.3959,124,0,4,0.516667,1.02048,507,0,9,2.1125,2.66768,1290,0,13,5.375,3.01126,367,0,6,1.52917,1.77927,83.9316,-0.0792447,1,0.349715,0.243402,-6.16248,-0.371274,0.323292,-0.025677,0.127786,28727,300000,50000000,1123592147,0,4446,1,0.02,4597,--,28727,43802028,0,0,0,0,382,4597,,0,177,0.278994,0.0530769,49.382,9.39461
