index,area,ave0,ave1,ave2,int0,int1,int2,std0,std1,std2,sort
1_487,158,0.0204095,0.0213785,0,3.22471,3.37781,0,0.0728415,0.0232509,0,0
1_488,267,-0.00600129,0.00804155,0,-1.60234,2.14709,0,0.0846501,0.0265023,0,0
1_489,910,0.001615,0.0239115,0,1.46965,21.7595,0,0.0885816,0.0290967,0,0
1_490,0,0,0,0,0,0,0,0,0,0,0
1_491,312,0.0332338,0.0258509,0,10.369,8.06548,0,0.0896264,0.0286612,0,0
1_492,0,0,0,0,0,0,0,0,0,0,0
1_493,322,0.00912659,0.0169194,0,2.93876,5.44805,0,0.0817487,0.0266689,0,0
1_494,140,0.0443786,0.0207518,0,6.213,2.90525,0,0.0972558,0.0353996,0,0
1_495,0,0,0,0,0,0,0,0,0,0,0
1_496,219,0.00244198,0.018245,0,0.534794,3.99565,0,0.0758044,0.0292143,0,0
1_497,473,0.00977011,0.025921,0,4.62126,12.2606,0,0.0861241,0.0319682,0,0
1_498,652,0.000254802,0.027074,0,0.166131,17.6522,0,0.0892037,0.0318858,0,0
1_499,251,0.0145567,0.0272679,0,3.65373,6.84426,0,0.0809912,0.0301588,0,0
1_500,230,0.0165717,0.0223575,0,3.8115,5.14223,0,0.0830716,0.0300852,0,0
1_501,688,0.00256211,0.0285473,0,1.76273,19.6406,0,0.0862187,0.0361121,0,0
1_502,0,0,0,0,0,0,0,0,0,0,0
1_503,784,-0.00883283,0.0263173,0,-6.92494,20.6327,0,0.0843732,0.0282816,0,0
1_504,36,0.0124581,0.00885127,0,0.448492,0.318646,0,0.0687206,0.0214506,0,0
1_505,40,-0.000893829,0.0164971,0,-0.0357532,0.659885,0,0.0682558,0.0234865,0,0
1_506,435,0.0210821,0.0220666,0,9.1707,9.59896,0,0.0829528,0.028312,0,0
1_507,215,0.0185257,0.0331857,0,3.98302,7.13493,0,0.0797554,0.0284534,0,0
1_508,148,-0.00267721,0.0294743,0,-0.396227,4.3622,0,0.0810699,0.02752,0,0
1_509,308,0.0161447,0.0183499,0,4.97257,5.65178,0,0.0720252,0.026752,0,0
1_510,470,0.0167801,0.0257125,0,7.88663,12.0849,0,0.0845129,0.0310519,0,0
1_511,492,0.01495,0.0237709,0,7.35542,11.6953,0,0.0849235,0.0287899,0,0
1_512,539,0.0109852,0.0352026,0,5.92101,18.9742,0,0.0884391,0.0336777,0,0
1_513,407,0.029096,0.0267854,0,11.8421,10.9017,0,0.0835711,0.0323039,0,0
1_514,1141,-0.00834311,0.0252512,0,-9.51948,28.8116,0,0.0884337,0.029662,0,0
1_515,460,0.0145991,0.0178057,0,6.7156,8.19062,0,0.0736348,0.0236722,0,0
1_516,776,0.00303205,0.0255028,0,2.35287,19.7902,0,0.0872356,0.0302839,0,0
1_517,229,0.0446401,0.0154318,0,10.2226,3.53388,0,0.0866586,0.028117,0,0
1_518,276,-0.00364223,0.0316866,0,-1.00525,8.7455,0,0.0814683,0.0275242,0,0
1_519,803,-0.000384581,0.0200073,0,-0.308819,16.0659,0,0.0894616,0.0325475,0,0
1_520,786,0.00889196,0.0199903,0,6.98908,15.7124,0,0.0877972,0.0297314,0,0
1_521,795,0.0154929,0.0174045,0,12.3168,13.8366,0,0.0809351,0.0272083,0,0
1_522,0,0,0,0,0,0,0,0,0,0,0
1_523,226,0.0123748,0.0265578,0,2.79671,6.00207,0,0.0843289,0.0261912,0,0
1_524,516,0.0147354,0.0279716,0,7.60348,14.4333,0,0.0872071,0.0299082,0,0
1_525,266,0.0135167,0.0265803,0,3.59543,7.07037,0,0.0923362,0.0298836,0,0
1_526,112,0.0598001,0.0108141,0,6.69761,1.21118,0,0.0956732,0.0292806,0,0
1_527,358,0.0171992,0.0182423,0,6.15731,6.53073,0,0.0998512,0.0349422,0,0
1_528,698,0.00632652,0.0223388,0,4.41591,15.5925,0,0.0897753,0.0297818,0,0
1_529,448,0.0123181,0.0225477,0,5.51851,10.1013,0,0.0891694,0.0330427,0,0
1_530,38,-0.0135049,0.0181741,0,-0.513187,0.690616,0,0.0754944,0.0265186,0,0
1_531,531,0.0458555,0.0288585,0,24.3493,15.3239,0,0.0943483,0.0329266,0,0
1_532,397,0.0220876,0.0156512,0,8.76878,6.21353,0,0.0893364,0.0282716,0,0
1_533,232,0.0156851,0.0206105,0,3.63893,4.78163,0,0.0788807,0.0248621,0,0
1_534,190,0.0261494,0.0227176,0,4.96839,4.31635,0,0.0762326,0.025107,0,0
1_535,743,0.00631304,0.0220522,0,4.69059,16.3848,0,0.0870757,0.031634,0,0
1_536,758,0.00506149,0.0142941,0,3.83661,10.8349,0,0.087022,0.0272545,0,0
1_537,1017,0.0153393,0.0229237,0,15.6,23.3134,0,0.0854774,0.0322255,0,0
1_538,522,0.0331378,0.0227206,0,17.2979,11.8601,0,0.0870119,0.0296325,0,0
1_539,639,-0.0111448,0.028051,0,-7.1215,17.9246,0,0.0817364,0.0313395,0,0
1_540,180,0.00530178,0.0213089,0,0.954321,3.8356,0,0.0898533,0.0397524,0,0
1_541,628,0.00262075,0.024517,0,1.64583,15.3967,0,0.0854441,0.0268065,0,0
1_542,184,0.0244703,0.0191099,0,4.50254,3.51621,0,0.0763823,0.0256592,0,0
1_543,491,-0.00745069,0.0259959,0,-3.65829,12.764,0,0.0793384,0.0355822,0,0
1_544,523,0.0366799,0.0164436,0,19.1836,8.60001,0,0.0944794,0.0321471,0,0
1_545,94,0.0693122,0.0166595,0,6.51534,1.566,0,0.0798505,0.0297526,0,0
1_546,587,-0.0111603,0.0305254,0,-6.5511,17.9184,0,0.0897891,0.0334131,0,0
1_547,74,0.00921999,0.0236895,0,0.682279,1.75302,0,0.0787028,0.0283361,0,0
1_548,409,-0.00940714,0.0203164,0,-3.84752,8.3094,0,0.0841287,0.0270311,0,0
1_549,434,0.000582254,0.0281674,0,0.252698,12.2247,0,0.0886914,0.0309765,0,0
1_550,163,0.00288038,0.0153184,0,0.469501,2.49691,0,0.0721233,0.0265479,0,0
1_551,518,0.0134124,0.0251667,0,6.94761,13.0364,0,0.0878876,0.0280579,0,0
1_552,231,0.0305747,0.0181095,0,7.06275,4.18328,0,0.08615,0.032921,0,0
1_553,139,0.0102831,0.0268398,0,1.42935,3.73073,0,0.089705,0.0276876,0,0
1_554,0,0,0,0,0,0,0,0,0,0,0
1_555,292,0.0170956,0.0215663,0,4.99191,6.29736,0,0.0779716,0.0274142,0,0
1_556,918,0.00545176,0.0163049,0,5.00471,14.9679,0,0.0802605,0.0279701,0,0
1_557,853,0.00406685,0.0182643,0,3.46902,15.5794,0,0.0866731,0.0341649,0,0
1_558,363,0.0452134,0.0221499,0,16.4125,8.04042,0,0.097828,0.034843,0,0
1_559,719,0.0248911,0.0172131,0,17.8967,12.3762,0,0.112791,0.0337143,0,0
1_560,309,0.0332765,0.0224643,0,10.2824,6.94147,0,0.0905024,0.0292445,0,0
1_561,368,0.0247914,0.0236815,0,9.12322,8.71481,0,0.0873545,0.0275431,0,0
1_562,160,0.00707793,0.0190681,0,1.13247,3.05089,0,0.0755668,0.0245093,0,0
1_563,599,0.0148577,0.023412,0,8.89977,14.0238,0,0.0843715,0.0304023,0,0
1_564,0,0,0,0,0,0,0,0,0,0,0
1_565,51,-0.0047004,0.00407463,0,-0.239721,0.207806,0,0.0865131,0.0267918,0,0
1_566,1261,0.0308682,0.00640314,0,38.9248,8.07436,0,0.106913,0.0289465,0,0
1_567,485,0.0358044,0.0290427,0,17.3652,14.0857,0,0.0942642,0.0452371,0,0
1_568,104,-0.00444088,0.0227717,0,-0.461851,2.36825,0,0.0779191,0.027197,0,0
1_569,709,-0.00134073,0.0262528,0,-0.950578,18.6132,0,0.0859068,0.0315979,0,0
1_570,391,0.0127938,0.0232773,0,5.00236,9.10141,0,0.080709,0.02659,0,0
1_571,572,0.00776856,0.0256352,0,4.44362,14.6633,0,0.0877566,0.0290752,0,0
1_572,610,-0.0182306,0.0288256,0,-11.1206,17.5836,0,0.0815886,0.0301224,0,0
1_573,40,-0.00622688,0.00603701,0,-0.249075,0.24148,0,0.0640864,0.0224857,0,0
1_574,585,0.0135776,0.0197407,0,7.9429,11.5483,0,0.082957,0.0280227,0,0
1_575,614,0.0260524,0.0204091,0,15.9962,12.5312,0,0.128573,0.0419127,0,0
1_576,0,0,0,0,0,0,0,0,0,0,0
1_577,479,-0.00975931,0.0276125,0,-4.67471,13.2264,0,0.0781762,0.0252775,0,0
1_578,939,-0.00693857,0.0272017,0,-6.51531,25.5424,0,0.0856234,0.0312543,0,0
1_579,265,-0.0602019,0.0661913,0,-15.9535,17.5407,0,0.209395,0.109379,0,0
1_580,0,0,0,0,0,0,0,0,0,0,0
1_581,460,-0.0115398,0.0164502,0,-5.3083,7.5671,0,0.0772282,0.0243281,0,0
1_582,605,0.0113206,0.0322015,0,6.84898,19.4819,0,0.0887835,0.0333568,0,0
1_583,439,0.0111534,0.0231091,0,4.89636,10.1449,0,0.0895809,0.0270753,0,0
1_584,160,-0.0171875,0.0195075,0,-2.75001,3.12121,0,0.0715192,0.0230842,0,0
1_585,133,0.044965,0.0250636,0,5.98034,3.33346,0,0.0711738,0.0259128,0,0
1_586,395,0.0333714,0.0226713,0,13.1817,8.95517,0,0.0835968,0.033152,0,0
1_587,0,0,0,0,0,0,0,0,0,0,0
1_588,449,-0.00345921,0.0294579,0,-1.55318,13.2266,0,0.0887714,0.030933,0,0
1_589,142,0.0349417,0.0214796,0,4.96173,3.05011,0,0.0782721,0.0259252,0,0
1_590,571,0.0131573,0.0281375,0,7.5128,16.0665,0,0.0805347,0.0287791,0,0
1_591,545,0.00786922,0.0107487,0,4.28872,5.85806,0,0.0909123,0.0283368,0,0
1_592,29,0.0230955,-0.0107208,0,0.669769,-0.310903,0,0.0989145,0.0320168,0,0
1_593,631,0.00546561,0.0253658,0,3.4488,16.0058,0,0.0842193,0.0282068,0,0
1_594,992,0.000967654,0.0154472,0,0.959913,15.3236,0,0.0891624,0.0321447,0,0
1_595,925,-0.00622658,0.0201023,0,-5.75959,18.5946,0,0.0843163,0.0310554,0,0
1_596,882,0.0127342,0.0240845,0,11.2315,21.2425,0,0.0868245,0.0343306,0,0
1_597,454,0.0132729,0.0258246,0,6.02591,11.7243,0,0.0966737,0.0270997,0,0
1_598,494,0.0432895,0.0109225,0,21.385,5.39571,0,0.102285,0.0276897,0,0
1_599,282,0.0101526,0.0115659,0,2.86305,3.26159,0,0.080596,0.0279576,0,0
1_600,157,0.0803362,0.00835773,0,12.6128,1.31216,0,0.0927147,0.0295882,0,0
1_601,711,-0.000619116,0.0233929,0,-0.440191,16.6324,0,0.0803092,0.0285616,0,0
1_602,51,-0.022814,0.0203894,0,-1.16351,1.03986,0,0.0702106,0.0250379,0,0
1_603,258,0.0479772,0.0191195,0,12.3781,4.93283,0,0.0839951,0.0306125,0,0
1_604,74,0.0180411,0.0069958,0,1.33504,0.517689,0,0.0890641,0.0279644,0,0
1_605,348,0.00875003,0.0255348,0,3.04501,8.88611,0,0.0896403,0.0284407,0,0
1_606,177,-0.000331705,0.0257931,0,-0.0587118,4.56538,0,0.0721801,0.0249543,0,0
1_607,578,0.00804236,0.0314405,0,4.64849,18.1726,0,0.0855778,0.0328197,0,0
1_608,1299,-0.00302243,0.0107409,0,-3.92613,13.9524,0,0.0859269,0.0269087,0,0
1_609,246,0.0524706,0.0101251,0,12.9078,2.49079,0,0.120637,0.0341521,0,0
1_610,710,0.00444316,0.0313917,0,3.15465,22.2881,0,0.0858048,0.0351523,0,0
1_611,295,0.0207436,0.0275796,0,6.11938,8.13597,0,0.0900753,0.0311581,0,0
1_612,826,-0.00371199,0.0219609,0,-3.0661,18.1397,0,0.0874526,0.028573,0,0
1_613,231,0.0373706,0.0264997,0,8.63261,6.12143,0,0.0888939,0.0294412,0,0
1_614,638,-0.00335862,0.0256354,0,-2.1428,16.3554,0,0.0835278,0.0282541,0,0
1_615,399,0.0270653,0.0245801,0,10.7991,9.80745,0,0.0816657,0.027304,0,0
1_616,0,0,0,0,0,0,0,0,0,0,0
1_617,961,0.00714595,0.0127319,0,6.86726,12.2353,0,0.0966574,0.0304618,0,0
1_618,109,0.017791,0.015426,0,1.93922,1.68143,0,0.0865809,0.0275479,0,0
1_619,129,0.00067109,0.0214175,0,0.0865706,2.76286,0,0.0778367,0.0246348,0,0
1_620,658,-0.00335449,0.0189277,0,-2.20726,12.4545,0,0.089111,0.0311063,0,0
1_621,297,0.0173177,0.0283447,0,5.14336,8.41836,0,0.0886538,0.0318636,0,0
1_622,420,0.0348621,0.0188962,0,14.6421,7.93639,0,0.0924756,0.0292436,0,0
1_623,219,0.0356229,0.0157593,0,7.80141,3.45129,0,0.0714803,0.0236666,0,0
1_624,0,0,0,0,0,0,0,0,0,0,0
1_625,473,0.0218294,0.0305988,0,10.3253,14.4732,0,0.0752051,0.0259706,0,0
1_626,413,0.0061593,0.00901708,0,2.54379,3.72405,0,0.0798671,0.0254706,0,0
1_627,721,0.0558545,0.0109906,0,40.2711,7.92419,0,0.161351,0.0451721,0,1
1_628,243,0.0199118,0.0186979,0,4.83857,4.54359,0,0.0795335,0.0270913,0,0
1_629,708,0.00853498,0.0210324,0,6.04277,14.8909,0,0.0856133,0.0292739,0,0
1_630,0,0,0,0,0,0,0,0,0,0,0
1_631,0,0,0,0,0,0,0,0,0,0,0
1_632,470,0.0286954,0.0201256,0,13.4869,9.45904,0,0.083877,0.0298552,0,0
1_633,136,0.0231887,0.0141311,0,3.15366,1.92184,0,0.0856911,0.0313932,0,0
1_634,418,0.0161875,0.0148133,0,6.76637,6.19196,0,0.0985594,0.0340683,0,0
1_635,178,0.00719944,0.0215096,0,1.2815,3.82872,0,0.0785049,0.0249789,0,0
1_636,283,0.021526,0.0149993,0,6.09186,4.24481,0,0.0794491,0.0251195,0,0
1_637,0,0,0,0,0,0,0,0,0,0,0
1_638,382,0.0117827,0.0247929,0,4.501,9.47087,0,0.0787312,0.0270852,0,0
1_639,483,0.0192465,0.0254536,0,9.29605,12.2941,0,0.0751964,0.0270782,0,0
1_640,692,0.0134427,0.0187935,0,9.30235,13.0051,0,0.0806809,0.0337461,0,0
1_641,31,0.0116823,0.00734566,0,0.362151,0.227715,0,0.059153,0.0235071,0,0
1_642,234,0.0132861,0.0207232,0,3.10896,4.84924,0,0.0780204,0.025009,0,0
1_643,85,0.0220479,0.0229238,0,1.87407,1.94852,0,0.0787695,0.0283797,0,0
1_644,211,0.0133398,0.0147752,0,2.81469,3.11756,0,0.0840414,0.0255345,0,0
1_645,64,-0.00112168,0.0122345,0,-0.0717873,0.783008,0,0.0740631,0.0273923,0,0
1_646,343,0.0233143,0.0189496,0,7.99682,6.49972,0,0.0907934,0.0303472,0,0
1_647,198,0.000717386,0.0118631,0,0.142042,2.34889,0,0.0887793,0.0282794,0,0
1_648,314,0.021223,0.0237305,0,6.66403,7.45137,0,0.0798698,0.0280051,0,0
1_649,38,-0.00477848,0.00526702,0,-0.181582,0.200147,0,0.0520724,0.0182086,0,0
1_650,0,0,0,0,0,0,0,0,0,0,0
1_651,716,0.0343351,0.0190875,0,24.5839,13.6666,0,0.097871,0.032045,0,0
1_652,0,0,0,0,0,0,0,0,0,0,0
1_653,216,0.00805997,0.0196578,0,1.74095,4.24609,0,0.0844988,0.0281203,0,0
1_654,0,0,0,0,0,0,0,0,0,0,0
1_655,486,0.0438295,0.0124274,0,21.3012,6.03972,0,0.123726,0.038634,0,0
1_656,591,0.0315793,0.0169294,0,18.6634,10.0053,0,0.0980839,0.0299628,0,0
1_657,326,0.0272538,0.0317584,0,8.88474,10.3533,0,0.0805583,0.0267944,0,0
1_658,244,0.0577701,0.0135497,0,14.0959,3.30613,0,0.132924,0.0391782,0,0
1_659,400,0.00927646,0.0310462,0,3.71058,12.4185,0,0.0879325,0.03995,0,0
1_660,325,-0.0083045,0.0181584,0,-2.69896,5.90149,0,0.075982,0.0260615,0,0
1_661,27,-0.0016759,-0.00685476,0,-0.0452494,-0.185078,0,0.080333,0.0205296,0,0
1_662,325,0.0139027,0.0267387,0,4.51837,8.69007,0,0.0826604,0.0321925,0,0
1_663,1082,0.00132684,0.0208165,0,1.43564,22.5234,0,0.0822219,0.0357343,0,0
1_664,0,0,0,0,0,0,0,0,0,0,0
1_665,237,-0.00101483,0.0207651,0,-0.240515,4.92133,0,0.0839663,0.0324746,0,0
1_666,688,0.0205129,0.0159115,0,14.1129,10.9471,0,0.0938363,0.0303838,0,0
1_667,566,0.0166141,0.0214102,0,9.40359,12.1182,0,0.084527,0.0291595,0,0
1_668,843,0.00455656,0.0136483,0,3.84118,11.5055,0,0.0973702,0.0282754,0,0
1_669,241,0.0710349,0.00983832,0,17.1194,2.37104,0,0.12278,0.0352075,0,0
1_670,152,0.0357499,0.0195216,0,5.43399,2.96728,0,0.0905947,0.0280119,0,0
1_671,639,0.026936,0.0194297,0,17.2121,12.4156,0,0.088976,0.0317816,0,0
1_672,410,0.0244688,0.0186446,0,10.0322,7.6443,0,0.101877,0.032707,0,0
1_673,207,0.0779752,0.00474274,0,16.1409,0.981748,0,0.203183,0.0526107,0,0
1_674,267,-0.013666,0.0124909,0,-3.64884,3.33507,0,0.0890787,0.0296367,0,0
1_675,193,0.0143088,0.0121644,0,2.76159,2.34773,0,0.0783101,0.032981,0,0
1_676,0,0,0,0,0,0,0,0,0,0,0
1_677,866,0.000477393,0.0291074,0,0.413422,25.207,0,0.0842815,0.0295077,0,0
1_678,403,0.115829,-0.00979357,0,46.6792,-3.94681,0,0.208522,0.0542129,0,0
1_679,382,0.0199411,0.0234043,0,7.61751,8.94044,0,0.0949949,0.0368377,0,0
1_680,37,0.000539217,0.0219073,0,0.019951,0.810572,0,0.0904734,0.0256959,0,0
1_681,348,0.0150309,0.0244396,0,5.23074,8.50499,0,0.0859205,0.0275969,0,0
1_682,795,0.0501778,0.0154601,0,39.8914,12.2908,0,0.0916017,0.0299635,0,0
1_683,0,0,0,0,0,0,0,0,0,0,0
1_684,686,0.00335789,0.0280382,0,2.30351,19.2342,0,0.0844656,0.0302615,0,0
1_685,270,0.0231004,0.0220037,0,6.2371,5.941,0,0.0988428,0.0333959,0,0
1_686,260,0.00974063,0.0161604,0,2.53256,4.20169,0,0.0753054,0.024977,0,0
1_687,338,0.0327548,0.0127517,0,11.0711,4.31008,0,0.0856557,0.0301808,0,0
1_688,585,0.00783932,0.02693,0,4.586,15.754,0,0.0836658,0.0306755,0,0
1_689,219,-0.00490989,0.008842,0,-1.07527,1.9364,0,0.0775401,0.0250901,0,0
1_690,117,0.0259112,0.020711,0,3.03161,2.42319,0,0.0692245,0.0242471,0,0
1_691,29,0.0499135,0.0180002,0,1.44749,0.522006,0,0.068317,0.0247523,0,0
1_692,968,0.0222203,0.0225623,0,21.5092,21.8403,0,0.0884949,0.0322865,0,0
1_693,65,-0.00532599,0.0184915,0,-0.34619,1.20195,0,0.0831053,0.0315708,0,0
1_694,812,0.00155929,0.0291669,0,1.26614,23.6835,0,0.0861537,0.0337006,0,0
1_695,846,0.100867,0.000683731,0,85.3335,0.578436,0,0.196476,0.0514274,0,1
1_696,601,-0.00102626,0.0299729,0,-0.616785,18.0137,0,0.0863949,0.0355551,0,0
1_697,258,0.0438719,0.0182622,0,11.319,4.71166,0,0.0864158,0.0267717,0,0
1_698,1152,0.0021332,0.0176401,0,2.45744,20.3214,0,0.0816738,0.0293345,0,0
1_699,552,0.0162729,0.0251965,0,8.98264,13.9085,0,0.115761,0.039773,0,0
1_700,681,0.016957,0.0180364,0,11.5477,12.2828,0,0.122733,0.0367514,0,0
1_701,284,0.00881272,0.00971255,0,2.50281,2.75836,0,0.0787008,0.0329446,0,0
1_702,160,0.00310852,0.0205374,0,0.497363,3.28598,0,0.0821356,0.0251957,0,0
1_703,659,-0.00297722,0.00943735,0,-1.96199,6.21921,0,0.0843233,0.0284842,0,0
1_704,231,0.060057,0.022358,0,13.8732,5.16469,0,0.0834159,0.0294223,0,0
1_705,650,-6.62652e-05,0.0231782,0,-0.0430724,15.0658,0,0.091728,0.0312845,0,0
1_706,184,0.0190447,0.0196599,0,3.50422,3.61742,0,0.0742182,0.02468,0,0
1_707,684,0.0217431,0.0162819,0,14.8723,11.1368,0,0.095057,0.0300814,0,0
1_708,633,0.0102697,0.0185061,0,6.50071,11.7144,0,0.0784447,0.0249941,0,0
1_709,894,-0.00701957,0.0109953,0,-6.2755,9.8298,0,0.0867063,0.0268833,0,0
1_710,400,0.0327109,0.0265303,0,13.0844,10.6121,0,0.0908587,0.031999,0,0
1_711,73,-0.00874233,0.00842976,0,-0.63819,0.615373,0,0.0657913,0.0210981,0,0
1_712,39,-0.0131319,0.00914886,0,-0.512144,0.356805,0,0.0962892,0.0318507,0,0
1_713,166,0.0242018,0.0232478,0,4.01749,3.85914,0,0.0815192,0.0266814,0,0
1_714,530,-0.00143817,0.0142218,0,-0.76223,7.53755,0,0.0850704,0.0271882,0,0
1_715,0,0,0,0,0,0,0,0,0,0,0
1_716,361,0.0336613,0.0248514,0,12.1517,8.97137,0,0.0839106,0.0307373,0,0
1_717,318,0.0108008,0.023498,0,3.43464,7.47238,0,0.0741053,0.0255187,0,0
1_718,137,0.0177362,0.0291449,0,2.42986,3.99285,0,0.0845065,0.0271403,0,0
1_719,378,-0.00427747,0.0156876,0,-1.61688,5.9299,0,0.0738117,0.0240079,0,0
1_720,0,0,0,0,0,0,0,0,0,0,0
1_721,789,-0.000103897,0.0283029,0,-0.0819751,22.331,0,0.0832758,0.0333195,0,0
1_722,729,0.011566,0.01815,0,8.43164,13.2314,0,0.0876336,0.0312097,0,0
1_723,224,0.0216997,0.0250589,0,4.86073,5.61319,0,0.0769911,0.0265184,0,0
1_724,283,0.0348175,0.0219136,0,9.85335,6.20155,0,0.0842648,0.0337978,0,0
1_725,156,0.0400744,0.0294134,0,6.2516,4.58849,0,0.0844109,0.0297228,0,0
1_726,218,0.00545009,0.0243935,0,1.18812,5.31778,0,0.0921749,0.0291594,0,0
1_727,0,0,0,0,0,0,0,0,0,0,0
1_728,253,0.0165879,0.0209622,0,4.19675,5.30343,0,0.0817275,0.0278343,0,0
1_729,1010,0.00641274,0.0249111,0,6.47687,25.1602,0,0.0922459,0.0362989,0,0
1_730,249,0.0512708,0.0123007,0,12.7664,3.06287,0,0.0792986,0.0305644,0,0
1_731,194,0.0116743,0.0105632,0,2.26482,2.04926,0,0.0747587,0.0234013,0,0
1_732,198,0.00840177,0.0161972,0,1.66355,3.20704,0,0.0767637,0.0248525,0,0
1_733,44,0.00504602,0.00873947,0,0.222025,0.384537,0,0.068382,0.0252818,0,0
1_734,51,-9.25022e-05,0.0120993,0,-0.00471761,0.617064,0,0.0701133,0.024194,0,0
1_735,308,0.0228067,0.0158306,0,7.02446,4.87583,0,0.0761189,0.0291013,0,0
1_736,181,-0.00338532,0.0156924,0,-0.612743,2.84033,0,0.0732435,0.0257559,0,0
1_737,1089,-0.00129898,0.0190042,0,-1.41459,20.6956,0,0.0817225,0.0276508,0,0
1_738,1162,0.00834371,0.0153425,0,9.69539,17.828,0,0.0899446,0.0306808,0,0
1_739,37,-0.00110161,0.0226794,0,-0.0407597,0.839138,0,0.0860439,0.0268438,0,0
1_740,456,0.0289705,0.0360954,0,13.2105,16.4595,0,0.0822997,0.0306863,0,0
1_741,66,0.000626319,0.0159292,0,0.041337,1.05133,0,0.0704477,0.0241993,0,0
1_742,345,0.0274611,0.0287669,0,9.47408,9.92459,0,0.0829584,0.0279854,0,0
1_743,657,0.006474,0.0142319,0,4.25342,9.35034,0,0.0906841,0.030754,0,0
1_744,46,-0.0179227,0.00920358,0,-0.824445,0.423365,0,0.0889952,0.0266612,0,0
1_745,0,0,0,0,0,0,0,0,0,0,0
1_746,0,0,0,0,0,0,0,0,0,0,0
1_747,361,-0.00534797,0.00990062,0,-1.93062,3.57412,0,0.0796784,0.0259889,0,0
1_748,263,0.0166429,0.0258378,0,4.37709,6.79533,0,0.0905647,0.0279846,0,0
1_749,258,0.0174742,0.0182127,0,4.50835,4.69888,0,0.0817162,0.0252653,0,0
1_750,138,0.0258336,0.0207672,0,3.56503,2.86587,0,0.0866339,0.0289398,0,0
1_751,436,0.0187082,0.0221169,0,8.15679,9.64295,0,0.102015,0.0309751,0,0
1_752,172,0.028218,0.0100434,0,4.8535,1.72746,0,0.0757651,0.0287396,0,0
1_753,2806,0.00392727,0.011981,0,11.0199,33.6187,0,0.0817832,0.0291598,0,0
1_754,444,0.0137785,0.0289069,0,6.11766,12.8347,0,0.084928,0.0285317,0,0
1_755,1020,-0.00569308,0.00849897,0,-5.80694,8.66895,0,0.0859638,0.0262606,0,0
1_756,205,0.0243556,0.0133143,0,4.9929,2.72944,0,0.0907982,0.0270667,0,0
1_757,329,0.0140824,0.0114053,0,4.63312,3.75234,0,0.0764154,0.0289957,0,0
1_758,303,0.00065375,0.0130068,0,0.198086,3.94105,0,0.0867396,0.0310184,0,0
1_759,223,0.015943,0.0194727,0,3.55529,4.34241,0,0.0828541,0.0276194,0,0
1_760,66,0.043579,0.0305857,0,2.87621,2.01866,0,0.0907753,0.0292311,0,0
1_761,197,0.0167385,0.010906,0,3.29748,2.14849,0,0.0738198,0.0279219,0,0
1_762,189,0.0196169,0.0289573,0,3.7076,5.47293,0,0.0781019,0.0293052,0,0
1_763,212,0.0400494,0.0266162,0,8.49048,5.64264,0,0.0890265,0.0307839,0,0
1_764,519,0.007221,0.0234176,0,3.7477,12.1537,0,0.0867067,0.0287555,0,0
1_765,764,0.0125834,0.00738569,0,9.61373,5.64266,0,0.0768027,0.0246312,0,0
1_766,912,0.00956628,0.0168397,0,8.72445,15.3578,0,0.0864348,0.0297968,0,0
1_767,918,0.00769823,0.0201053,0,7.06697,18.4567,0,0.0878299,0.0332862,0,0
1_768,131,0.0244912,0.0191649,0,3.20835,2.5106,0,0.0747029,0.0247621,0,0
1_769,559,0.00474061,0.0297816,0,2.65,16.6479,0,0.0894796,0.0350138,0,0
1_770,320,0.00588285,0.0296863,0,1.88251,9.49962,0,0.0913637,0.0305329,0,0
1_771,214,0.0289751,0.0146917,0,6.20068,3.14403,0,0.0819178,0.0258387,0,0
1_772,612,0.0351365,0.0215457,0,21.5035,13.186,0,0.0913361,0.0326051,0,0
1_773,575,0.0139657,0.0237496,0,8.03029,13.656,0,0.0853706,0.0290571,0,0
1_774,48,0.00970515,0.0265349,0,0.465847,1.27368,0,0.0709588,0.0280528,0,0
1_775,368,0.0698591,0.0173688,0,25.7081,6.39173,0,0.0956516,0.033885,0,0
1_776,449,-0.000782885,0.00985126,0,-0.351515,4.42322,0,0.0870939,0.0280043,0,0
1_777,205,0.0141798,0.0144788,0,2.90685,2.96815,0,0.0785705,0.0246516,0,0
1_778,537,0.020865,0.0156451,0,11.2045,8.40143,0,0.0903039,0.0308353,0,0
1_779,1030,0.00187812,0.0151426,0,1.93446,15.5968,0,0.0951491,0.032457,0,0
1_780,83,0.0393335,0.0295601,0,3.26468,2.45349,0,0.0955909,0.0308404,0,0
1_781,0,0,0,0,0,0,0,0,0,0,0
1_782,1092,0.00372122,0.0207342,0,4.06357,22.6418,0,0.0796852,0.0327867,0,0
1_783,781,0.00357409,0.0208675,0,2.79137,16.2975,0,0.080923,0.0307391,0,0
1_784,368,0.0276195,0.0166408,0,10.164,6.1238,0,0.0890392,0.028091,0,0
1_785,1064,0.00586166,0.0142158,0,6.2368,15.1256,0,0.0912838,0.0342652,0,0
1_786,61,0.0209154,-0.00223168,0,1.27584,-0.136132,0,0.0774791,0.0262337,0,0
1_787,822,0.00181808,0.0239928,0,1.49446,19.7221,0,0.0886688,0.0299944,0,0
1_788,410,0.0343169,0.0153339,0,14.0699,6.28692,0,0.157631,0.0479675,0,0
